Company,Founded Date,Closed Date,Funding Rounds,Last Funding Date,Last Funding Amount,Total Funding Amount,Status,Funding Type,Money Raised,Announced On Date
CropUp,2012-04-01,,1,2012-04-01,"$1,000,000 ","$1,000,000 ",Operating,Seed,"$1,000,000 ",2012-04-01
Cropsticks by Cropmade,2016-03-14,,2,2016-06-03,"$25,000 ","$235,000 ",Operating,Seed,"$25,000 ",2016-06-03
CrossChx,2012-06-05,,3,2016-04-06,"$15,000,000 ","$35,000,000 ",Operating,Series A,"$5,000,000 ",2013-04-04
CrossChx,2012-06-05,,3,2016-04-06,"$15,000,000 ","$35,000,000 ",Operating,Series B,"$15,000,000 ",2015-04-13
CrossChx,2012-06-05,,3,2016-04-06,"$15,000,000 ","$35,000,000 ",Operating,Series C,"$15,000,000 ",2016-04-06
Crossing Minds,2016-06-01,,1,2017-07-15,"$3,500,000 ","$3,500,000 ",Operating,Seed,"$3,500,000 ",2017-07-15
Crowd Cow,2015-01-01,,1,2017-01-24,"$2,000,000 ","$2,000,000 ",Operating,Seed,"$2,000,000 ",2017-01-24
Crowd Play,2012-02-15,,1,2012-02-15,"$500,000 ","$500,000 ",Operating,Seed,"$500,000 ",2012-02-15
CrowdAI,2016-01-01,,2,2017-01-05,"$2,000,000 ","$2,120,000 ",Operating,Seed,"$2,000,000 ",2017-01-05
CrowdANALYTIX Inc,2012-04-24,,1,2012-05-01,"$2,000,000 ","$2,000,000 ",Operating,Seed,"$2,000,000 ",2012-05-01
CrowdBouncer,2012-01-01,,1,2014-02-05,"$437,500 ","$437,500 ",Operating,Series A,"$437,500 ",2014-02-05
CrowdClock,2012-01-03,,1,2012-01-06,"$80,000 ","$80,000 ",Operating,Seed,"$80,000 ",2012-01-06
CrowdHall,2012-02-01,2015-07-01,2,2013-05-09,"$700,000 ","$770,000 ",Closed,Seed,"$700,000 ",2013-05-09
CrowdHall,2012-02-01,2015-07-01,2,2013-05-09,"$700,000 ","$770,000 ",Closed,Seed,"$70,000 ",2012-09-01
CrowdPC,2012-06-04,2013-09-01,2,2013-05-01,"$600,000 ","$780,000 ",Closed,Series A,"$600,000 ",2013-05-01
CrowdStreet,2013-03-01,,3,2016-03-21,"$3,500,000 ","$5,525,000 ",Operating,Series A,"$3,500,000 ",2016-03-21
Crowdasaurus,2013-01-01,,1,2013-10-23,"$25,000 ","$25,000 ",Operating,Seed,"$25,000 ",2013-10-23
Crowded,2015-09-01,,1,2016-06-28,"$3,300,000 ","$3,300,000 ",Operating,Seed,"$3,300,000 ",2016-06-28
Crowdentials,2013-05-20,,2,2014-03-17,"$300,000 ","$320,000 ",Operating,Seed,"$20,000 ",2013-06-03
Crowdfunder,2012-12-05,,4,2014-10-07,"$3,500,000 ","$4,900,000 ",Operating,Seed,"$400,000 ",2012-05-24
Crowdfunder,2012-12-05,,4,2014-10-07,"$3,500,000 ","$4,900,000 ",Operating,Series A,"$3,500,000 ",2014-10-07
"Crowdlaunch, Inc.",2015-05-01,,1,2015-08-04,"$5,000 ","$5,000 ",Closed,Seed,"$5,000 ",2015-08-04
Crowdpac,2013-01-01,,2,2016-01-01,"$6,000,000 ","$8,525,000 ",Operating,Seed,"$2,525,000 ",2014-01-10
Crowdpac,2013-01-01,,2,2016-01-01,"$6,000,000 ","$8,525,000 ",Operating,Series A,"$6,000,000 ",2016-01-01
Crowdskout,2014-01-01,,2,2016-01-01,"$3,000,000 ","$4,300,000 ",Operating,Seed,"$3,000,000 ",2016-01-01
Crowdspark,2012-01-01,,5,2013-06-01,"$18,000 ","$100,000 ",Operating,Seed,"$50,000 ",2012-07-01
Crowdspark,2012-01-01,,5,2013-06-01,"$18,000 ","$100,000 ",Operating,Seed,"$18,000 ",2013-06-01
Crowdspark,2012-01-01,,5,2013-06-01,"$18,000 ","$100,000 ",Operating,Seed,"$12,000 ",2013-04-01
Crowdspark,2012-01-01,,5,2013-06-01,"$18,000 ","$100,000 ",Operating,Seed,"$10,000 ",2012-11-01
Crowdspark,2012-01-01,,5,2013-06-01,"$18,000 ","$100,000 ",Operating,Seed,"$10,000 ",2013-03-01
Crowdvance,2012-01-01,,2,2013-05-31,"$100,000 ","$104,000 ",Operating,Seed,"$4,000 ",2012-04-13
Crowdzu,2012-01-01,,1,2013-11-18,"$35,000 ","$35,000 ",Operating,Seed,"$35,000 ",2013-11-18
Crrrunchtime Pty Ltd,2017-03-01,,1,2017-03-01,"$250,000 ","$250,000 ",Operating,Seed,"$250,000 ",2017-03-01
Cruncher Technologies,2015-01-01,,2,2017-04-21,"$1,800,000 ","$1,990,000 ",Operating,Seed,"$1,800,000 ",2017-04-21
Crux,2014-01-31,,1,2014-12-03,"$180,000 ","$180,000 ",Operating,Seed,"$180,000 ",2014-12-03
Crypt TV,2015-01-01,,1,2017-03-10,"$3,500,000 ","$3,500,000 ",Operating,Seed,"$3,500,000 ",2017-03-10
CryptoMove,2015-01-01,,2,2017-01-01,"$1,500,000 ","$1,500,000 ",Operating,Seed,"$1,500,000 ",2017-01-01
Crystal Knows,2014-09-01,,2,2015-10-15,"$1,900,000 ","$2,435,000 ",Operating,Series A,"$1,900,000 ",2015-10-15
Cube26,2012-01-01,,1,2015-10-19,"$7,700,000 ","$7,700,000 ",Operating,Seed,"$7,700,000 ",2015-10-19
Cubikal,2012-09-09,2013-10-01,1,2012-09-18,"$10,000 ","$10,000 ",Closed,Seed,"$10,000 ",2012-09-18
CueThink,2012-11-21,,2,2014-02-10,"$18,000 ","$168,000 ",Operating,Seed,"$18,000 ",2014-02-10
Cuebiq,2015-09-01,,2,2017-05-15,"$6,050,000 ","$9,050,000 ",Operating,Seed,"$3,000,000 ",2015-09-01
Cuebiq,2015-09-01,,2,2017-05-15,"$6,050,000 ","$9,050,000 ",Operating,Series A,"$6,050,000 ",2017-05-15
Cuedd,2012-01-01,,1,2013-09-01,"$20,000 ","$20,000 ",Operating,Seed,"$20,000 ",2013-09-01
Cuff,2013-01-01,2016-02-01,2,2015-01-06,"$5,000,000 ","$5,000,000 ",Closed,Series A,"$5,000,000 ",2015-01-06
Culinary Agents,2012-01-01,,3,2015-04-27,"$3,000,000 ","$4,250,000 ",Operating,Series A,"$3,000,000 ",2015-04-27
Cultur,2014-01-01,,1,2014-04-14,"$20,000 ","$20,000 ",Operating,Seed,"$20,000 ",2014-04-14
CultureIQ,2013-07-22,,2,2015-12-10,"$3,000,000 ","$5,200,000 ",Operating,Seed,"$3,000,000 ",2015-12-10
Curalate,2012-01-01,,4,2016-02-02,"$27,500,000 ","$39,850,000 ",Operating,Seed,"$750,000 ",2012-05-15
Curalate,2012-01-01,,4,2016-02-02,"$27,500,000 ","$39,850,000 ",Operating,Series A,"$3,000,000 ",2013-01-15
Curalate,2012-01-01,,4,2016-02-02,"$27,500,000 ","$39,850,000 ",Operating,Series B,"$8,600,000 ",2014-06-06
Curalate,2012-01-01,,4,2016-02-02,"$27,500,000 ","$39,850,000 ",Operating,Series C,"$27,500,000 ",2016-02-02
CureLauncher,2012-01-01,,5,2014-09-12,"$500,000 ","$2,050,000 ",Operating,Series A,"$750,000 ",2013-01-01
CureLauncher,2012-01-01,,5,2014-09-12,"$500,000 ","$2,050,000 ",Operating,Series A,"$500,000 ",2013-12-01
CureLauncher,2012-01-01,,5,2014-09-12,"$500,000 ","$2,050,000 ",Operating,Series B,"$500,000 ",2014-09-12
CureLauncher,2012-01-01,,5,2014-09-12,"$500,000 ","$2,050,000 ",Operating,Series B,"$250,000 ",2013-12-01
CureSquare,2012-01-01,,1,2012-01-01,"$375,000 ","$375,000 ",Closed,Seed,"$375,000 ",2012-01-01
Cureeo,2012-01-01,,1,2012-06-01,"$75,000 ","$75,000 ",Operating,Seed,"$75,000 ",2012-06-01
Curejoy,2013-10-01,,2,2016-06-14,"$4,400,000 ","$5,550,000 ",Operating,Seed,"$1,150,000 ",2015-09-18
Curejoy,2013-10-01,,2,2016-06-14,"$4,400,000 ","$5,550,000 ",Operating,Series A,"$4,400,000 ",2016-06-14
Curiosidy,2013-05-01,,1,2013-06-01,"$20,000 ","$20,000 ",Operating,Seed,"$20,000 ",2013-06-01
Curology,2014-03-31,,2,2016-08-24,"$15,000,000 ","$17,850,000 ",Operating,Series A,"$2,850,000 ",2014-12-30
Curology,2014-03-31,,2,2016-08-24,"$15,000,000 ","$17,850,000 ",Operating,Series B,"$15,000,000 ",2016-08-24
Currently,2012-01-01,,1,2012-10-18,"$140,000 ","$140,000 ",Operating,Seed,"$140,000 ",2012-10-18
Cursive Labs,2014-01-01,,1,2015-05-07,"$2,200,000 ","$2,200,000 ",Operating,Series A,"$2,200,000 ",2015-05-07
Curtsy,2015-12-01,,1,2016-09-01,"$120,000 ","$120,000 ",Operating,Seed,"$120,000 ",2016-09-01
Curvo,2012-01-01,,2,2017-03-07,"$900,000 ","$950,000 ",Operating,Seed,"$900,000 ",2017-03-07
Curvo,2012-01-01,,2,2017-03-07,"$900,000 ","$950,000 ",Operating,Seed,"$50,000 ",2013-07-17
Customer.io,2012-01-01,,6,2017-03-24,"$2,900,000 ","$5,298,000 ",Operating,Seed,"$2,900,000 ",2017-03-24
Customer.io,2012-01-01,,6,2017-03-24,"$2,900,000 ","$5,298,000 ",Operating,Seed,"$498,000 ",2017-03-06
CustomerMatrix,2013-02-01,,3,2016-01-25,"$10,500,000 ","$16,000,000 ",Operating,Series A,"$3,500,000 ",2014-12-23
CustomerMatrix,2013-02-01,,3,2016-01-25,"$10,500,000 ","$16,000,000 ",Operating,Series B,"$10,500,000 ",2016-01-25
Cutting Edge Wheels,2012-01-01,,2,2013-03-01,"$450,000 ","$480,000 ",Operating,Seed,"$30,000 ",2012-11-01
Cuturia,2012-04-01,2013-10-01,1,2012-04-01,"$200,000 ","$200,000 ",Closed,Seed,"$200,000 ",2012-04-01
Cuyana,2013-01-01,,1,2013-06-06,"$1,700,000 ","$1,700,000 ",Operating,Seed,"$1,700,000 ",2013-06-06
CyMedica Orthopedics,2013-01-01,,2,2015-06-16,"$11,500,000 ","$17,500,000 ",Operating,Series A,"$11,500,000 ",2015-06-16
Cyber Solutions International,2012-01-01,,1,2012-08-29,"$400,000 ","$400,000 ",Operating,Seed,"$400,000 ",2012-08-29
Cyber adAPT,2014-01-01,,1,2016-05-11,"$15,000,000 ","$15,000,000 ",Operating,Series A,"$15,000,000 ",2016-05-11
CyberCentric,2016-01-01,,1,2017-01-09,"$100,000 ","$100,000 ",Operating,Seed,"$100,000 ",2017-01-09
CyberGRX,2016-07-14,,2,2017-04-18,"$20,000,000 ","$29,000,000 ",Operating,Series A,"$9,000,000 ",2016-07-14
CyberGRX,2016-07-14,,2,2017-04-18,"$20,000,000 ","$29,000,000 ",Operating,Series B,"$20,000,000 ",2017-04-18
CyberSense,2012-01-01,,1,2014-02-26,"$5,000,000 ","$5,000,000 ",Operating,Series A,"$5,000,000 ",2014-02-26
CyberX,2012-01-01,,3,2016-08-01,"$9,000,000 ","$11,020,000 ",Operating,Seed,"$20,000 ",2013-09-10
CyberX,2012-01-01,,3,2016-08-01,"$9,000,000 ","$11,020,000 ",Operating,Series A,"$9,000,000 ",2016-08-01
Cybereason,2012-01-01,,4,2017-06-20,"$100,000,000 ","$188,600,000 ",Operating,Series A,"$4,600,000 ",2014-02-11
Cybereason,2012-01-01,,4,2017-06-20,"$100,000,000 ","$188,600,000 ",Operating,Series B,"$25,000,000 ",2015-05-05
Cybereason,2012-01-01,,4,2017-06-20,"$100,000,000 ","$188,600,000 ",Operating,Series C,"$59,000,000 ",2015-10-12
Cybereason,2012-01-01,,4,2017-06-20,"$100,000,000 ","$188,600,000 ",Operating,Series D,"$100,000,000 ",2017-06-20
Cyborg,2013-06-12,,1,2015-06-01,"$350,000 ","$350,000 ",Operating,Seed,"$350,000 ",2015-06-01
Cybrary,2015-01-13,,2,2016-08-09,"$1,300,000 ","$1,800,000 ",Operating,Seed,"$500,000 ",2015-08-25
Cybrexa Therapeutics,2017-01-01,,1,2017-06-16,"$6,000,000 ","$6,000,000 ",Operating,Series B,"$6,000,000 ",2017-06-16
Cybric,2015-01-01,,2,2016-10-06,"$6,300,000 ","$7,600,000 ",Operating,Seed,"$6,300,000 ",2016-10-06
Cybric,2015-01-01,,2,2016-10-06,"$6,300,000 ","$7,600,000 ",Operating,Seed,"$1,300,000 ",2015-11-09
Cyence,2014-01-01,,1,2016-09-15,"$40,000,000 ","$40,000,000 ",Operating,Series A,"$40,000,000 ",2016-09-15
Cylance,2012-07-04,,4,2016-06-08,"$100,000,000 ","$177,000,000 ",Operating,Series A,"$15,000,000 ",2013-02-13
Cylance,2012-07-04,,4,2016-06-08,"$100,000,000 ","$177,000,000 ",Operating,Series B,"$20,000,000 ",2014-02-20
Cylance,2012-07-04,,4,2016-06-08,"$100,000,000 ","$177,000,000 ",Operating,Series C,"$42,000,000 ",2015-07-28
Cylance,2012-07-04,,4,2016-06-08,"$100,000,000 ","$177,000,000 ",Operating,Series D,"$100,000,000 ",2016-06-08
Cymmetria,2014-01-01,,3,2015-11-10,"$9,000,000 ","$10,600,000 ",Operating,Series A,"$9,000,000 ",2015-11-10
Cynet,2015-01-01,,1,2016-02-10,"$7,000,000 ","$7,000,000 ",Operating,Series A,"$7,000,000 ",2016-02-10
Cypress.io,2014-01-01,,1,2015-12-22,"$600,000 ","$600,000 ",Operating,Seed,"$600,000 ",2015-12-22
Cyrus Biotechnology,2014-01-01,,3,2017-07-27,"$8,000,000 ","$9,385,000 ",Operating,Series A,"$8,000,000 ",2017-07-27
CytoVale,2013-01-01,,2,2014-06-10,"$4,300,000 ","$4,300,000 ",Operating,Series A,"$4,300,000 ",2014-06-10
DEMANDIT,2013-10-08,,1,2014-06-05,"$15,000 ","$15,000 ",Operating,Seed,"$15,000 ",2014-06-05
DMD Therapeutics,2016-01-01,,1,2017-02-26,"$400,000 ","$400,000 ",Operating,Seed,"$400,000 ",2017-02-26
DMscore,2015-01-01,,1,2016-10-06,"$2,500,000 ","$2,500,000 ",Operating,Seed,"$2,500,000 ",2016-10-06
DOSH,2016-01-01,,3,2017-03-20,"$2,300,000 ","$4,900,000 ",Operating,Seed,"$2,300,000 ",2017-03-20
DOTS Technology Corp,2013-01-01,,1,2016-01-11,"$10,012,000 ","$10,012,000 ",Operating,Series A,"$10,012,000 ",2016-01-11
DPH Ventures,2015-01-01,,1,2016-04-22,"$25,000 ","$25,000 ",Operating,Seed,"$25,000 ",2016-04-22
DRINKmaple,2014-01-01,,2,2017-03-30,"$3,900,000 ","$5,360,623 ",Operating,Series A,"$3,900,000 ",2017-03-30
DRYV,2013-01-01,,1,2016-06-02,"$1,500,000 ","$1,500,000 ",Operating,Series A,"$1,500,000 ",2016-06-02
DTVCast,2012-01-01,,1,2012-04-17,"$120,000 ","$120,000 ",Operating,Seed,"$120,000 ",2012-04-17
DUFL,2015-02-01,,2,2016-08-19,"$5,373,061 ","$8,373,061 ",Operating,Series A,"$5,373,061 ",2016-08-19
DVERSE Inc.,2014-10-20,,4,2017-07-19,"$400,000 ","$2,560,000 ",Operating,Seed,"$1,040,000 ",2016-06-01
DVERSE Inc.,2014-10-20,,4,2017-07-19,"$400,000 ","$2,560,000 ",Operating,Seed,"$1,000,000 ",2017-05-31
DVERSE Inc.,2014-10-20,,4,2017-07-19,"$400,000 ","$2,560,000 ",Operating,Seed,"$400,000 ",2017-07-19
Daily Pic,2012-05-01,,1,2012-05-01,"$150,000 ","$150,000 ",Operating,Seed,"$150,000 ",2012-05-01
"DailyPay, Inc.",2015-01-01,,2,2016-08-10,"$5,000,000 ","$6,500,000 ",Operating,Series A,"$5,000,000 ",2016-08-10
DaisyBill,2012-01-01,,1,2012-07-19,"$20,000 ","$20,000 ",Operating,Seed,"$20,000 ",2012-07-19
DaoCloud,2013-05-01,,3,2014-08-31,"$84,000 ","$94,000 ",Operating,Seed,"$5,000 ",2014-08-30
DaoCloud,2013-05-01,,3,2014-08-31,"$84,000 ","$94,000 ",Operating,Seed,"$5,000 ",2014-01-01
Darby Smart,2013-06-01,,2,2014-05-14,"$6,300,000 ","$7,300,000 ",Operating,Seed,"$1,000,000 ",2013-06-18
Darby Smart,2013-06-01,,2,2014-05-14,"$6,300,000 ","$7,300,000 ",Operating,Series A,"$6,300,000 ",2014-05-14
Dark Cubed,2014-02-15,,2,2017-01-19,"$1,250,000 ","$1,750,000 ",Operating,Seed,"$1,250,000 ",2017-01-19
Darkstore,2016-01-01,,3,2017-04-12,"$1,400,000 ","$1,670,000 ",Operating,Seed,"$1,400,000 ",2017-04-12
Darmiyan,2017-01-01,,1,2017-07-01,"$120,000 ","$120,000 ",Operating,Seed,"$120,000 ",2017-07-01
Dash Hudson,2013-10-01,,3,2017-01-12,"$2,000,000 ","$2,127,948 ",Operating,Seed,"$2,000,000 ",2017-01-12
Dasheroo,2014-10-24,,1,2015-05-05,"$3,250,000 ","$3,250,000 ",Was Acquired,Series A,"$3,250,000 ",2015-05-05
Dashride,2013-01-01,,3,2016-03-01,"$750,000 ","$1,505,000 ",Operating,Seed,"$40,000 ",2014-01-06
Data3Sixty,2012-01-01,,2,2015-09-25,"$1,500,000 ","$1,500,000 ",Was Acquired,Series A,"$1,500,000 ",2015-09-25
DataGravity,2012-01-01,,3,2014-12-08,"$50,000,000 ","$92,000,000 ",Was Acquired,Series A,"$12,000,000 ",2012-06-20
DataGravity,2012-01-01,,3,2014-12-08,"$50,000,000 ","$92,000,000 ",Was Acquired,Series B,"$30,000,000 ",2013-01-29
DataGravity,2012-01-01,,3,2014-12-08,"$50,000,000 ","$92,000,000 ",Was Acquired,Series C,"$50,000,000 ",2014-12-08
DataPad,2012-01-01,,1,2013-01-01,"$1,700,000 ","$1,700,000 ",Was Acquired,Seed,"$1,700,000 ",2013-01-01
DataRobot,2012-06-01,,6,2017-07-27,"$67,180,000 ","$124,598,000 ",Operating,Seed,"$3,300,000 ",2013-09-16
DataRobot,2012-06-01,,6,2017-07-27,"$67,180,000 ","$124,598,000 ",Operating,Seed,"$118,000 ",2013-01-14
DataRobot,2012-06-01,,6,2017-07-27,"$67,180,000 ","$124,598,000 ",Operating,Series A,"$21,000,000 ",2014-08-15
DataRobot,2012-06-01,,6,2017-07-27,"$67,180,000 ","$124,598,000 ",Operating,Series B,"$33,000,000 ",2016-02-11
DataRobot,2012-06-01,,6,2017-07-27,"$67,180,000 ","$124,598,000 ",Operating,Series C,"$67,180,000 ",2017-07-27
DataScience.com,2014-01-01,,3,2015-12-12,"$22,000,000 ","$28,000,000 ",Operating,Seed,"$1,500,000 ",2014-06-24
DataScience.com,2014-01-01,,3,2015-12-12,"$22,000,000 ","$28,000,000 ",Operating,Series A,"$22,000,000 ",2015-12-12
DataScience.com,2014-01-01,,3,2015-12-12,"$22,000,000 ","$28,000,000 ",Operating,Series A,"$4,500,000 ",2015-06-02
DataTorrent,2012-01-01,,3,2015-04-28,"$15,100,000 ","$23,850,000 ",Operating,Seed,"$750,000 ",2012-05-01
DataTorrent,2012-01-01,,3,2015-04-28,"$15,100,000 ","$23,850,000 ",Operating,Series A,"$8,000,000 ",2013-06-26
DataTorrent,2012-01-01,,3,2015-04-28,"$15,100,000 ","$23,850,000 ",Operating,Series B,"$15,100,000 ",2015-04-28
Databox,2012-01-01,,4,2015-09-03,"$3,300,000 ","$3,918,000 ",Operating,Seed,"$3,300,000 ",2015-09-03
Databricks,2013-01-01,,4,2017-08-22,"$140,000,000 ","$247,000,000 ",Operating,Series A,"$14,000,000 ",2013-09-25
Databricks,2013-01-01,,4,2017-08-22,"$140,000,000 ","$247,000,000 ",Operating,Series B,"$33,000,000 ",2014-06-30
Databricks,2013-01-01,,4,2017-08-22,"$140,000,000 ","$247,000,000 ",Operating,Series C,"$60,000,000 ",2016-12-15
Databricks,2013-01-01,,4,2017-08-22,"$140,000,000 ","$247,000,000 ",Operating,Series D,"$140,000,000 ",2017-08-22
Datalogue,2016-01-01,,1,2017-02-02,"$1,500,000 ","$1,500,000 ",Operating,Seed,"$1,500,000 ",2017-02-02
Datami,2013-01-01,,1,2014-06-05,"$4,000,000 ","$4,000,000 ",Operating,Series A,"$4,000,000 ",2014-06-05
Datanyze,2012-05-01,,1,2014-08-25,"$2,000,000 ","$2,000,000 ",Operating,Seed,"$2,000,000 ",2014-08-25
Datarista,2015-07-01,,3,2017-01-01,"$200,000 ","$2,150,000 ",Operating,Seed,"$200,000 ",2017-01-01
Datatron Technologies Inc,2016-01-01,,1,2017-07-11,"$2,700,000 ","$2,700,000 ",Operating,Seed,"$2,700,000 ",2017-07-11
Datazar,2015-04-20,,1,2016-05-15,"$50,000 ","$50,000 ",Operating,Seed,"$50,000 ",2016-05-15
Datebox,2015-11-01,,1,2017-03-09,"$2,600,000 ","$2,600,000 ",Operating,Seed,"$2,600,000 ",2017-03-09
Datera,2013-06-01,,1,2016-04-12,"$40,000,000 ","$40,000,000 ",Operating,Series A,"$40,000,000 ",2016-04-12
Datica,2013-04-13,,4,2016-09-21,"$6,500,000 ","$12,820,000 ",Operating,Seed,"$20,000 ",2013-05-31
Datica,2013-04-13,,4,2016-09-21,"$6,500,000 ","$12,820,000 ",Operating,Series A,"$2,300,000 ",2013-11-07
Datica,2013-04-13,,4,2016-09-21,"$6,500,000 ","$12,820,000 ",Operating,Series B,"$6,500,000 ",2016-09-21
Datica,2013-04-13,,4,2016-09-21,"$6,500,000 ","$12,820,000 ",Operating,Series B,"$4,000,000 ",2015-04-09
Datical,2012-01-01,,7,2017-06-01,"$2,104,369 ","$17,014,369 ",Operating,Seed,"$660,000 ",2012-07-18
Datical,2012-01-01,,7,2017-06-01,"$2,104,369 ","$17,014,369 ",Operating,Series A,"$3,000,000 ",2013-12-16
Datical,2012-01-01,,7,2017-06-01,"$2,104,369 ","$17,014,369 ",Operating,Series A,"$2,250,000 ",2015-04-23
Datical,2012-01-01,,7,2017-06-01,"$2,104,369 ","$17,014,369 ",Operating,Series B,"$8,000,000 ",2016-01-21
Datical,2012-01-01,,7,2017-06-01,"$2,104,369 ","$17,014,369 ",Operating,Series C,"$2,104,369 ",2017-06-01
Datiphy,2015-01-01,,1,2016-05-11,"$7,500,006 ","$7,500,006 ",Operating,Series A,"$7,500,006 ",2016-05-11
Datometry,2013-01-01,,3,2017-06-22,"$10,000,000 ","$11,000,000 ",Operating,Series A,"$10,000,000 ",2017-06-22
Datorama,2012-07-01,,3,2016-09-12,"$32,000,000 ","$50,000,000 ",Operating,Series A,"$3,000,000 ",2013-08-02
Datorama,2012-07-01,,3,2016-09-12,"$32,000,000 ","$50,000,000 ",Operating,Series B,"$15,000,000 ",2014-09-29
Datorama,2012-07-01,,3,2016-09-12,"$32,000,000 ","$50,000,000 ",Operating,Series C,"$32,000,000 ",2016-09-12
Datrium,2012-01-01,,4,2016-12-05,"$55,000,000 ","$110,000,000 ",Operating,Seed,"$5,000,000 ",2012-04-01
Datrium,2012-01-01,,4,2016-12-05,"$55,000,000 ","$110,000,000 ",Operating,Series A,"$10,000,000 ",2012-10-01
Datrium,2012-01-01,,4,2016-12-05,"$55,000,000 ","$110,000,000 ",Operating,Series B,"$40,000,000 ",2013-12-05
Datrium,2012-01-01,,4,2016-12-05,"$55,000,000 ","$110,000,000 ",Operating,Series C,"$55,000,000 ",2016-12-05
Dauber,2015-01-01,,1,2017-06-22,"$1,100,000 ","$1,100,000 ",Operating,Seed,"$1,100,000 ",2017-06-22
Dauntless Pharmaceuticals,2015-01-01,,3,2017-02-16,"$25,000,000 ","$40,000,195 ",Operating,Series A,"$25,000,000 ",2017-02-16
Dauntless Pharmaceuticals,2015-01-01,,3,2017-02-16,"$25,000,000 ","$40,000,195 ",Operating,Series A,"$12,000,000 ",2015-07-21
Day 6 Sports Group,2014-01-05,,1,2014-01-05,"$3,500,000 ","$3,500,000 ",Operating,Seed,"$3,500,000 ",2014-01-05
"DeadEye Marksmanship, Inc.",2012-08-08,,1,2014-06-01,"$4,000 ","$4,000 ",Operating,Seed,"$4,000 ",2014-06-01
Dealpath,2014-01-01,,1,2016-10-05,"$8,000,000 ","$8,000,000 ",Operating,Series A,"$8,000,000 ",2016-10-05
Debitize,2014-07-28,,1,2017-01-09,"$100,000 ","$100,000 ",Operating,Seed,"$100,000 ",2017-01-09
Decibel Therapeutics,2015-01-01,,1,2015-10-15,"$52,000,000 ","$52,000,000 ",Operating,Series A,"$52,000,000 ",2015-10-15
Decisio Health,2013-04-13,,3,2016-05-18,"$4,500,000 ","$7,000,000 ",Operating,Series A,"$2,500,000 ",2016-02-02
Decisio Health,2013-04-13,,3,2016-05-18,"$4,500,000 ","$7,000,000 ",Operating,Series B,"$4,500,000 ",2016-05-18
DecisionNext,2013-01-01,,2,2015-10-26,"$2,000,000 ","$4,000,000 ",Operating,Series B,"$2,000,000 ",2015-10-26
DecisionNext,2013-01-01,,2,2015-10-26,"$2,000,000 ","$4,000,000 ",Operating,Series B,"$2,000,000 ",2015-03-24
Declara,2012-02-12,,3,2014-06-11,"$9,000,000 ","$30,000,000 ",Operating,Seed,"$5,000,000 ",2013-09-27
Declara,2012-02-12,,3,2014-06-11,"$9,000,000 ","$30,000,000 ",Operating,Series A,"$16,000,000 ",2014-04-23
Declara,2012-02-12,,3,2014-06-11,"$9,000,000 ","$30,000,000 ",Operating,Series A,"$9,000,000 ",2014-06-11
DecorMatters,2016-01-01,,2,2017-03-30,"$1,000,000 ","$1,500,000 ",Operating,Seed,"$1,000,000 ",2017-03-30
DecorMatters,2016-01-01,,2,2017-03-30,"$1,000,000 ","$1,500,000 ",Operating,Seed,"$500,000 ",2016-09-01
Decorator,2016-01-01,,1,2017-01-11,"$250,000 ","$250,000 ",Operating,Seed,"$250,000 ",2017-01-11
Decorist,2013-01-01,,1,2015-05-15,"$4,500,000 ","$4,500,000 ",Was Acquired,Seed,"$4,500,000 ",2015-05-15
Dedrone,2014-01-01,,3,2017-02-13,"$15,000,000 ","$27,900,000 ",Operating,Seed,"$2,900,000 ",2015-04-28
Dedrone,2014-01-01,,3,2017-02-13,"$15,000,000 ","$27,900,000 ",Operating,Series A,"$10,000,000 ",2016-05-17
Dedrone,2014-01-01,,3,2017-02-13,"$15,000,000 ","$27,900,000 ",Operating,Series B,"$15,000,000 ",2017-02-13
Deep Brain Innovations,2012-01-01,,1,2012-05-30,"$250,000 ","$250,000 ",Operating,Seed,"$250,000 ",2012-05-30
DeepMap,2016-01-01,,3,2017-05-04,"$25,000,000 ","$32,000,000 ",Operating,Seed,"$7,000,000 ",2016-05-01
DeepMap,2016-01-01,,3,2017-05-04,"$25,000,000 ","$32,000,000 ",Operating,Series A,"$25,000,000 ",2017-05-04
DeepScale,2015-09-28,,2,2017-03-21,"$3,000,000 ","$3,500,000 ",Operating,Seed,"$3,000,000 ",2017-03-21
Deepclass,2013-01-10,,1,2013-07-19,"$4,350,000 ","$4,350,000 ",Operating,Seed,"$4,350,000 ",2013-07-19
Defense.Net,2012-12-01,,1,2013-08-06,"$9,500,000 ","$9,500,000 ",Was Acquired,Series A,"$9,500,000 ",2013-08-06
Defy Media,2013-01-01,,1,2016-09-13,"$70,000,000 ","$70,000,000 ",Operating,Series B,"$70,000,000 ",2016-09-13
Degreed,2012-03-01,,5,2016-08-16,"$3,500,000 ","$34,200,000 ",Operating,Series A,"$7,000,000 ",2015-03-19
Degreed,2012-03-01,,5,2016-08-16,"$3,500,000 ","$34,200,000 ",Operating,Series B,"$21,000,000 ",2016-01-05
Degreed,2012-03-01,,5,2016-08-16,"$3,500,000 ","$34,200,000 ",Operating,Series B,"$3,500,000 ",2016-08-16
Delinia,2015-01-01,,1,2016-09-14,"$35,000,000 ","$35,000,000 ",Was Acquired,Series A,"$35,000,000 ",2016-09-14
