Company,Founded Date,Closed Date,Funding Rounds,Last Funding Date,Last Funding Amount,Total Funding Amount,Status,Funding Type,Money Raised,Announced On Date,UUID,Homepage
Mirage 3D,2015-06-09,,1,2017-04-17,25000,25000,Operating,Seed,25000,2017-04-17,a3b688a4-13aa-4daf-ba59-268714999829,http://www.mirage-3d.com
Mironid,2014-01-01,,1,2016-06-20,6200000,6200000,Operating,Series A,6200000,2016-06-20,47426617-631a-789c-0a71-3b77598943f7,http://www.mironid.com/
Mise,2013-01-01,,2,2015-05-31,17500,22500,Operating,Seed,17500,2015-05-31,7e176017-345f-6ea0-e68a-a26dfa5e8f62,http://mise.nyc
Mise,2013-01-01,,2,2015-05-31,17500,22500,Operating,Seed,5000,2014-12-31,7e176017-345f-6ea0-e68a-a26dfa5e8f62,http://mise.nyc
MissionU,2016-01-01,,1,2016-10-13,3000000,3000000,Operating,Seed,3000000,2016-10-13,e2bd1222-b402-3434-86b0-da60dfb7bf3f,http://missionu.com
Mist Systems,2014-01-01,,2,2016-10-11,28000000,42400000,Operating,Series A,14400000,2016-06-08,aed62252-8ebb-4503-cb6b-62cb960048b4,https://www.mist.com/
Mist Systems,2014-01-01,,2,2016-10-11,28000000,42400000,Operating,Series B,28000000,2016-10-11,aed62252-8ebb-4503-cb6b-62cb960048b4,https://www.mist.com/
Misty Robotics,2017-01-01,,1,2017-06-20,11500000,11500000,Operating,Series A,11500000,2017-06-20,d753b89a-61b6-3e77-ca45-20960f83f8e1,http://www.mistyrobotics.com/
Mitro,2012-01-01,,2,2013-09-06,1200000,2400000,Was Acquired,Seed,1200000,2013-09-06,28843a1d-4026-4535-3d30-f59010254f10,http://mitro.co
Mixmax,2014-06-01,,1,2015-04-21,1500000,1500000,Operating,Seed,1500000,2015-04-21,19f0cc13-04f6-6ad9-cb2c-fd66f6d7907b,http://mixmax.com/
MobLabs,2014-01-01,,4,2017-06-01,10000000,11572469,Operating,Series B,10000000,2017-06-01,8834d7f1-eb8c-a9bf-d43f-b7abc79ff648,http://www.moblabs.com/
Mobalytics,2016-08-01,,1,2016-11-16,2600000,2600000,Operating,Seed,2600000,2016-11-16,c0852dd9-9586-9a8d-c7a7-35d90083bf17,http://www.mobalyticshq.com
Mobcrush,2014-01-01,,3,2016-10-25,20000000,35900000,Operating,Seed,4900000,2015-05-19,f13b1045-b61f-33a8-551f-c534e2cf977a,http://www.mobcrush.com/
Mobcrush,2014-01-01,,3,2016-10-25,20000000,35900000,Operating,Series A,11000000,2015-09-01,f13b1045-b61f-33a8-551f-c534e2cf977a,http://www.mobcrush.com/
Mobcrush,2014-01-01,,3,2016-10-25,20000000,35900000,Operating,Series B,20000000,2016-10-25,f13b1045-b61f-33a8-551f-c534e2cf977a,http://www.mobcrush.com/
Mobile Action,2013-06-10,,2,2015-04-30,2000000,2805000,Operating,Seed,2000000,2015-04-30,387da9f2-0971-662c-a402-0dae8d17feb4,http://www.mobileaction.co
Mobile Media Content - TICKETING3D,2012-05-01,,1,2014-06-20,400000,400000,Operating,Seed,400000,2014-06-20,0a7cc61c-d5f5-80f4-5579-455a6bd52b26,http://www.ticketing3d.com/
Mobile Shareholder,2012-01-01,,1,2012-07-13,50000,50000,Operating,Seed,50000,2012-07-13,a84319c7-a313-0161-26a4-53b4cd888e50,http://mobileshareholder.com
MobilePhire,2015-02-01,,2,2017-06-12,100000,350000,Operating,Seed,100000,2017-06-12,7c4d3e42-cebf-c537-4feb-c810f45b30dc,http://www.mobilephire.com
MobileServe,2015-03-01,,2,2017-01-15,1000000,1015000,Operating,Seed,1000000,2017-01-15,007026ca-b949-f947-d6b7-3927952f5e5e,http://mobileserve.org/
MobileServe,2015-03-01,,2,2017-01-15,1000000,1015000,Operating,Seed,15000,2015-03-01,007026ca-b949-f947-d6b7-3927952f5e5e,http://mobileserve.org/
Mobilize,2014-01-01,,4,2016-09-21,6500000,8500000,Operating,Series A,6500000,2016-09-21,9241f347-dcd3-e98a-f16f-6a931807954b,https://www.mobilize.io
Mobilize,2014-01-01,,4,2016-09-21,6500000,8500000,Operating,Series A,6500000,2016-09-21,3eac2aaa-d14c-8ca5-7cbc-fba804ad5368,http://www.mobilize.org.br
Mobilize,2014-01-01,,4,2016-09-21,6500000,8500000,Operating,Series A,6500000,2016-09-21,033ec2ec-417d-2d39-27cb-75d460221548,http://mobilizemygame.com/
Mobilizer,2013-01-01,,3,2014-01-13,200000,350000,Operating,Seed,50000,2013-05-13,76dcd907-3eee-fc1d-1421-71f5c0631a0b,http://www.mobilizerinc.com/
Mobiscope,2012-09-01,,2,2012-11-01,500000,600000,Operating,Seed,500000,2012-11-01,282755e6-c988-c5c1-9951-9acc449a8d2c,http://mobiscope.com
Modabound,2013-02-01,,1,2013-07-02,120000,120000,Closed,Seed,120000,2013-07-02,6491158c-3cbe-c305-bc0f-aafd95580a3a,http://www.modabound.com
Modavanti.com,2012-06-01,,1,2013-06-01,300000,300000,Operating,Seed,300000,2013-06-01,0b4d5c7c-55f2-800e-da98-3f5065260e85,http://www.modavanti.com
Modbot,2013-01-01,,2,2016-10-19,4000000,4000000,Operating,Seed,4000000,2016-10-19,bc4e8d7f-0f66-c261-943c-f31988968811,http://modbot.com
Mode Analytics,2013-01-01,,5,2017-05-16,13000000,23425000,Operating,Seed,550000,2013-10-17,7d3002d1-f7ca-83c8-beba-c8863158f674,http://modeanalytics.com
Mode Analytics,2013-01-01,,5,2017-05-16,13000000,23425000,Operating,Series B,13000000,2017-05-16,7d3002d1-f7ca-83c8-beba-c8863158f674,http://modeanalytics.com
Mode De Faire,2012-01-01,,1,2013-07-01,16000,16000,Operating,Seed,16000,2013-07-01,2ed0d79c-8967-bdb3-cd6c-c80b06a58853,http://modedefaire.com
Modern Message,2012-03-01,,3,2017-06-20,2000000,2470000,Operating,Series A,2000000,2017-06-20,1e4dee26-9d88-b706-768f-30a97b09cf14,http://www.modernmessage.com
Modern Teacher,2013-04-01,,1,2014-01-07,2500000,2500000,Operating,Series A,2500000,2014-01-07,7b5d9c62-0a71-7e83-6c74-966863f82968,https://modernteacher.com
Modsy,2015-01-01,,2,2016-02-02,8000000,10750000,Operating,Seed,2750000,2015-05-15,c1bc7957-1de2-63dd-0280-cb1a8328e5fb,http://www.modsy.com
Modulus,2012-03-15,,2,2013-01-01,250000,270000,Was Acquired,Seed,250000,2013-01-01,09da9708-2bb5-7fa9-7315-0f671ed9ce60,http://modulus.io
Modulus,2012-03-15,,2,2013-01-01,250000,270000,Was Acquired,Seed,20000,2012-07-02,09da9708-2bb5-7fa9-7315-0f671ed9ce60,http://modulus.io
MojiLaLa,2016-08-01,,2,2017-08-08,1500000,1500000,Operating,Seed,1500000,2017-08-08,efec67c0-94e2-50ed-de85-8877c4970556,https://mojilala.com
MokhaOrigin,2013-11-01,,1,2014-03-01,5000,5000,Operating,Seed,5000,2014-03-01,5e7a071b-da22-436c-b513-6a08b352db4c,http://www.mokhaorigin.com
Molecular Assemblies,2013-01-01,,1,2016-12-12,2300000,2300000,Operating,Seed,2300000,2016-12-12,66eac588-79d1-7725-58c7-c5f5f0221880,http://www.molecularassemblies.com/
Molecular Match,2014-01-01,,5,2016-01-01,1000000,6355500,Operating,Seed,1000000,2016-01-01,d9038916-f23f-9daf-82b7-6f57e5b7f1e4,https://www.molecularmatch.com/
Molecular Stethoscope,2015-01-01,,1,2017-01-05,8199999,8199999,Operating,Seed,8199999,2017-01-05,121c2a56-ad70-98fc-9d4b-93744555ca99,http://molecularstethoscope.com/
Molecule Software,2012-01-01,,3,2014-11-12,1075000,2330000,Operating,Seed,775000,2013-12-19,a40c29b7-4d33-b126-4069-840a1251840d,http://www.molecule.io
Molecule Software,2012-01-01,,3,2014-11-12,1075000,2330000,Operating,Seed,480000,2012-08-24,a40c29b7-4d33-b126-4069-840a1251840d,http://www.molecule.io
Molekule,2014-01-01,,3,2017-07-19,10100000,13350000,Operating,Seed,3250000,2016-05-24,6f0a9740-50a7-6b76-f057-3e5b87174ff8,http://molekule.com/
Molekule,2014-01-01,,3,2017-07-19,10100000,13350000,Operating,Series A,10100000,2017-07-19,6f0a9740-50a7-6b76-f057-3e5b87174ff8,http://molekule.com/
Moltin,2013-04-01,,4,2016-01-13,2000000,2321891,Operating,Seed,120000,2014-12-01,806cb1e0-b6c9-0782-9f4e-90bf9f7e3017,https://moltin.com
Momensity10,2013-09-01,,1,2013-09-01,568000,568000,Operating,Seed,568000,2013-09-01,6a7a42e0-fbc8-ef66-7dd1-e3f1b7c41085,http://momensity10.com
MomentSnap,2015-06-01,,1,2017-03-17,2300000,2300000,Operating,Seed,2300000,2017-03-17,9c7150bb-69ad-2c2b-e87b-99c27bf66348,http://www.momentsnap.com/
Mommy Nearest,2013-04-01,,4,2015-11-05,1500000,4350000,Operating,Seed,350000,2012-02-01,1e892497-e687-eed2-8eea-7748ce97d467,http://www.mommynearest.com
Monclarity,2012-01-01,,1,2015-10-30,5000000,5000000,Operating,Seed,5000000,2015-10-30,ecebb5d2-f4d6-7d48-1dd0-c720ea8336e1,http://www.brainwell.com/
"MoneyComb, Inc.",2015-08-21,,1,2015-10-04,60000,60000,Operating,Seed,60000,2015-10-04,629bb490-4f5c-6cf1-c42c-a8f87c78f398,http://www.mymoneycomb.com/
MoneyLion,2013-01-01,,4,2016-12-05,22500000,24000000,Operating,Series A,22500000,2016-12-05,56ac2e47-bc63-b3b3-de12-d71c1b695dfe,http://www.moneylion.com/
Monogram,2012-01-01,,2,2012-11-02,400000,1240000,Operating,Seed,840000,2012-08-31,4f5da734-6e9e-2957-690e-b6d324cb2951,http://monogrammag.com
Monogram,2012-01-01,,2,2012-11-02,400000,1240000,Operating,Seed,400000,2012-11-02,4f5da734-6e9e-2957-690e-b6d324cb2951,http://monogrammag.com
Monsarrat,2016-09-04,,1,2017-01-12,170000,170000,Operating,Seed,170000,2017-01-12,7e2417b6-c96c-1cab-b403-039d26e84c15,http://monsarrat.com
Monthlys,2012-01-01,,1,2012-03-01,1000000,1000000,Closed,Seed,1000000,2012-03-01,c014a348-b33e-104c-aa9f-e05769cadc30,http://www.monthlys.com
Monument,2015-08-01,,4,2017-07-27,1400000,2693203,Operating,Seed,15000,2015-09-01,95bc677f-8fb9-bd32-40ea-283c81dbf035,http://getmonument.com
Monument,2015-08-01,,4,2017-07-27,1400000,2693203,Operating,Seed,1400000,2017-07-27,95bc677f-8fb9-bd32-40ea-283c81dbf035,http://getmonument.com
Moov,2014-01-01,,3,2016-10-19,12000000,16000000,Operating,Series A,3000000,2014-10-22,e2f99b94-47b9-092e-9ece-006599935412,http://moov.cc
Moov,2014-01-01,,3,2016-10-19,12000000,16000000,Operating,Series A,3000000,2014-10-22,55ce5c50-0ce2-32b3-ad0e-9e3dc4d5912a,http://moovlou.co/
Moov,2014-01-01,,3,2016-10-19,12000000,16000000,Operating,Series B,12000000,2016-10-19,e2f99b94-47b9-092e-9ece-006599935412,http://moov.cc
Moov,2014-01-01,,3,2016-10-19,12000000,16000000,Operating,Series B,12000000,2016-10-19,55ce5c50-0ce2-32b3-ad0e-9e3dc4d5912a,http://moovlou.co/
Morphic Therapeutic,2015-01-01,,1,2016-06-30,51500000,51500000,Operating,Series A,51500000,2016-06-30,3e1904d3-1da0-33d1-6e0e-af6d299685e3,http://morphictx.com/
Morphick Cyber Security,2015-03-03,,1,2015-09-21,10000000,10000000,Operating,Series A,10000000,2015-09-21,1cc3666f-8fb6-6004-05a1-c58712661fb5,http://www.morphick.com
Morta Security,2012-01-01,,1,2013-02-13,1000000,1000000,Was Acquired,Seed,1000000,2013-02-13,295632bf-a92d-76b9-18a0-1468950f14de,http://www.mortasecurity.com
MortgageHippo,2013-01-01,,1,2017-04-18,2250000,2250000,Operating,Seed,2250000,2017-04-18,013f9cf0-a3a7-9518-d0ac-71c24ca6f638,https://www.mortgagehippo.com/
Morty,2015-10-16,,2,2017-05-02,3000000,3250000,Operating,Seed,3000000,2017-05-02,3b566be2-0982-b9ac-0c83-11027c49f8fe,https://www.himorty.com
Moshi,2014-01-01,,1,2012-10-01,60000,60000,Operating,Seed,60000,2012-10-01,9d5bf8a3-5c60-b6ec-07c3-779a4bfd0efd,http://moshi.mx/
Mossey Creek Technologies,2015-01-01,,2,2016-07-01,1000000,2500000,Operating,Series A,1500000,2015-10-13,467ca8bc-0dba-5ba8-925b-31b0cff4d4a5,http://www.mosseycreektechnologies.com/
Mossey Creek Technologies,2015-01-01,,2,2016-07-01,1000000,2500000,Operating,Series A,1000000,2016-07-01,467ca8bc-0dba-5ba8-925b-31b0cff4d4a5,http://www.mosseycreektechnologies.com/
Mothership Aeronautics,2016-08-28,,2,2017-01-31,300000,325000,Operating,Seed,300000,2017-01-31,a2ed2c0c-6851-c0cd-2c53-839f00ce426e,http://www.mothership.aero
Mothership Aeronautics,2016-08-28,,2,2017-01-31,300000,325000,Operating,Seed,25000,2016-09-15,a2ed2c0c-6851-c0cd-2c53-839f00ce426e,http://www.mothership.aero
Motimatic,2015-01-01,,2,2017-02-28,3400000,3400000,Operating,Series A,3400000,2017-02-28,b61696be-c0d0-f00c-790e-43b3248ae98d,http://www.motimatic.com/
Motion Geek,2012-10-15,,1,2013-02-15,17000,17000,Operating,Seed,17000,2013-02-15,c0be4758-2c7d-4588-3951-0cbef0e30523,http://motiongeek.com
Motiv,2013-01-01,,5,2016-02-29,5499997,16379997,Operating,Series A,1000000,2014-10-15,948bea87-c99f-d8bb-b170-707587529004,http://mymotiv.com
Motive Drilling Technologies,2015-01-01,,1,2016-02-17,10500000,10500000,Was Acquired,Series A,10500000,2016-02-17,3db3b994-ac99-b545-5282-4a0e755f5ec0,http://motivedrilling.com/
Mountain Hub,2015-03-01,,1,2015-03-01,2700000,2700000,Operating,Seed,2700000,2015-03-01,222775e1-f623-88fa-4332-2c854b5d82e0,http://mountainhub.com/
Move Loot,2013-01-01,,3,2015-08-01,10000000,21800000,Operating,Seed,2800000,2014-06-09,f18dbd0e-87af-bea2-87f2-e02981ccedc6,http://moveloot.com
Move Loot,2013-01-01,,3,2015-08-01,10000000,21800000,Operating,Series A,10000000,2015-08-01,f18dbd0e-87af-bea2-87f2-e02981ccedc6,http://moveloot.com
Move Loot,2013-01-01,,3,2015-08-01,10000000,21800000,Operating,Series A,9000000,2015-02-10,f18dbd0e-87af-bea2-87f2-e02981ccedc6,http://moveloot.com
MoveWith,2015-01-01,,2,2016-01-14,3000000,3000000,Operating,Seed,3000000,2016-01-14,f28c7dc2-87f1-bbf0-3e0b-aafa87fd3b7a,https://www.movewith.com
MovieRipe,2016-05-30,,2,2017-02-22,10000,12436,Operating,Seed,10000,2017-02-22,17bb87ed-14e0-dee0-5ab9-593ae40aac9d,https://www.movieripe.com
Moving Authority,2012-10-17,,1,2015-10-27,1300000,1300000,Operating,Series A,1300000,2015-10-27,1d19faed-4b09-8134-2973-05adaa1ec234,https://movingauthority.com
Movio,2012-01-01,,1,2012-10-16,950000,950000,Operating,Seed,950000,2012-10-16,ffed53d7-b73e-1935-5e46-8a94f64e7457,http://www.movime.com/
Movio,2012-01-01,,1,2012-10-16,950000,950000,Operating,Seed,950000,2012-10-16,d5c91fa6-70be-7cb7-fbed-c579395c27b9,http://movio.co/
"MovoCash, Inc.",2014-07-21,,2,2016-09-07,1800000,2500000,Operating,Seed,1800000,2016-09-07,d568ef5f-3708-20d7-e135-e962e1b7b373,http://www.movocash.com
Moxe Health,2012-01-01,,3,2016-10-25,250000,5850000,Operating,Seed,100000,2012-10-01,0234ef97-9e09-c415-87b5-22c074e1ddab,http://www.moxehealth.com
Moxe Health,2012-01-01,,3,2016-10-25,250000,5850000,Operating,Series A,5500000,2016-10-04,0234ef97-9e09-c415-87b5-22c074e1ddab,http://www.moxehealth.com
Moxe Health,2012-01-01,,3,2016-10-25,250000,5850000,Operating,Series A,250000,2016-10-25,0234ef97-9e09-c415-87b5-22c074e1ddab,http://www.moxehealth.com
Moxtra,2012-01-01,,3,2015-02-10,10000000,20000000,Operating,Series A,10000000,2013-09-24,4f5f762d-1c76-e343-122d-8625d0ef2bac,http://www.moxtra.com
Moxtra,2012-01-01,,3,2015-02-10,10000000,20000000,Operating,Series B,10000000,2015-02-10,4f5f762d-1c76-e343-122d-8625d0ef2bac,http://www.moxtra.com
MuscleSound,2012-01-01,,3,2017-08-01,1818000,7734000,Operating,Seed,1818000,2017-08-01,d7b448fb-5c2c-ee5c-edf9-3de5abe4d371,http://musclesound.com/
Muse bio,2015-01-01,,1,2017-02-28,23000000,23000000,Operating,Series B,23000000,2017-02-28,3c362bf4-9fe6-024f-ae80-5b2c75a89b1f,http://www.musebio.com/
"Musely by Trusper, Inc.",2012-01-01,,5,2014-10-15,4000000,28190107,Operating,Series A,6170000,2013-11-26,f6ad9df0-0276-25c7-b5d9-f5acd754e7b9,http://musely.com
"Musely by Trusper, Inc.",2012-01-01,,5,2014-10-15,4000000,28190107,Operating,Series B,16020107,2014-09-16,f6ad9df0-0276-25c7-b5d9-f5acd754e7b9,http://musely.com
"Musely by Trusper, Inc.",2012-01-01,,5,2014-10-15,4000000,28190107,Operating,Series B,4000000,2014-10-15,f6ad9df0-0276-25c7-b5d9-f5acd754e7b9,http://musely.com
"Musely by Trusper, Inc.",2012-01-01,,5,2014-10-15,4000000,28190107,Operating,Series B,2000000,2014-10-14,f6ad9df0-0276-25c7-b5d9-f5acd754e7b9,http://musely.com
Music Audience Exchange,2014-01-01,,2,2017-03-02,6000000,9500000,Operating,Seed,3500000,2015-06-25,29bfba84-087b-f427-9bf7-aa6a271339bc,http://www.musicaudienceexchange.com
Music Audience Exchange,2014-01-01,,2,2017-03-02,6000000,9500000,Operating,Series A,6000000,2017-03-02,29bfba84-087b-f427-9bf7-aa6a271339bc,http://www.musicaudienceexchange.com
MusicMind Inc.,2017-02-15,,1,2017-02-20,40000,40000,Operating,Seed,40000,2017-02-20,01e4d262-76d8-81ec-bf36-d5f0caaa1524,https://www.musicmindcompany.com
Musical.ly,2014-01-01,,3,2016-05-13,130000000,146850000,Operating,Series B,16600000,2015-08-27,3e2a5b75-1241-ce29-930a-7d616d5c3a5e,http://musical.ly/
Musical.ly,2014-01-01,,3,2016-05-13,130000000,146850000,Operating,Series C,130000000,2016-05-13,3e2a5b75-1241-ce29-930a-7d616d5c3a5e,http://musical.ly/
Mustbin,2012-12-01,,3,2014-05-28,1500000,7365000,Was Acquired,Series A,4500000,2013-11-13,25de7aa0-0cb2-da4e-cf04-c75e11fb1f70,http://www.mustbin.com
Mustbin,2012-12-01,,3,2014-05-28,1500000,7365000,Was Acquired,Series A,1500000,2014-05-28,25de7aa0-0cb2-da4e-cf04-c75e11fb1f70,http://www.mustbin.com
Mux,2015-11-01,,3,2017-04-18,9000000,11920000,Operating,Seed,2800000,2016-08-31,7b224a36-b7b4-d02f-bf76-b4ac9ba085ca,https://mux.com
Mux,2015-11-01,,3,2017-04-18,9000000,11920000,Operating,Series A,9000000,2017-04-18,7b224a36-b7b4-d02f-bf76-b4ac9ba085ca,https://mux.com
My Campus Concierge Inc.,2016-03-21,,1,2016-04-04,35000,35000,Operating,Seed,35000,2016-04-04,28b11c86-7ac4-31b9-2019-4f4b4af4ed09,https://www.mycampusconcierge.com
My Child,2015-12-01,,1,2016-01-04,100000,100000,Operating,Seed,100000,2016-01-04,aa31b176-b3dd-47c7-8a2d-efca95d339e7,http://www.mychildapp.in/
My Friend's Lane,2012-02-01,,1,2012-04-01,10000,10000,Operating,Seed,10000,2012-04-01,47af0e06-8447-c119-eae6-030efc047c22,http://myfriendslane.com
My Healthy World,2012-01-01,,1,2013-03-28,6000,6000,Operating,Seed,6000,2013-03-28,9b90e98c-5bcb-7b35-5205-ac8d83808041,http://www.myhealthyworld.com
My Study Rewards,2013-01-25,,1,2013-06-18,12000,12000,Operating,Seed,12000,2013-06-18,43a37a15-2fd6-71a9-bceb-24664caad06d,http://www.mystudyrewards.com
My Utilities,2015-01-05,,1,2015-01-05,750000,750000,Operating,Seed,750000,2015-01-05,6d140432-85a0-b405-d753-86b125f985af,http://myutilities.com
MyActivityPal,2014-01-01,,1,2014-01-27,5000000,5000000,Operating,Series A,5000000,2014-01-27,ccc64172-8832-ad6c-8756-3560c4535fcc,http://www.myactivitypal.com
MyCircles,2014-07-28,,2,2017-01-20,270000,358000,Operating,Seed,270000,2017-01-20,931f99ca-d133-5ca8-6b0f-b3a4006f905c,http://www.mycircles.com
MyClyq,2015-04-05,,1,2015-07-01,15000,15000,Operating,Seed,15000,2015-07-01,7d4d5b8b-3909-76a3-3800-a51c64d6a062,http://www.myclyq.com
MyDemocracy,2012-03-01,,1,2012-09-01,140000,140000,Operating,Seed,140000,2012-09-01,7a3c316c-32f1-4a0c-2b13-10b9b24bdbef,http://mydemocracy.com
MyGymPals,2015-03-01,,1,2015-05-15,250000,250000,Operating,Seed,250000,2015-05-15,ac8af562-931b-2476-f0b6-eea8832b63b4,http://www.mygympals.com
MyHealthTeams,2012-02-01,,5,2017-06-12,7300000,17410000,Operating,Seed,1750000,2012-08-14,bd67a18b-a4d3-d567-3076-f01372307fb8,http://www.myhealthteams.com
MyHealthTeams,2012-02-01,,5,2017-06-12,7300000,17410000,Operating,Series A,3360000,2014-02-12,bd67a18b-a4d3-d567-3076-f01372307fb8,http://www.myhealthteams.com
MyHealthTeams,2012-02-01,,5,2017-06-12,7300000,17410000,Operating,Series B,5000000,2015-11-02,bd67a18b-a4d3-d567-3076-f01372307fb8,http://www.myhealthteams.com
MyHealthTeams,2012-02-01,,5,2017-06-12,7300000,17410000,Operating,Series C,7300000,2017-06-12,bd67a18b-a4d3-d567-3076-f01372307fb8,http://www.myhealthteams.com
MyRealKarma,2014-01-10,,3,2016-02-01,1500000,3000000,Operating,Series A,1500000,2016-02-01,53b56eec-59bc-e4e7-150c-8d7646c2b194,https://myrealkarma.com
MycoTechnology,2013-03-01,,5,2015-10-15,9200000,10565000,Operating,Series A,9200000,2015-10-15,41aea819-a581-b6ac-d1be-33e9f8d5669b,http://www.mycotechcorp.com
Mylestone,2016-01-01,,2,2017-02-16,2500000,4000000,Operating,Seed,2500000,2017-02-16,a922d1f8-06ed-3d7b-a544-b4d1e8231805,https://mylestone.com/
Mylestone,2016-01-01,,2,2017-02-16,2500000,4000000,Operating,Seed,1500000,2016-03-21,a922d1f8-06ed-3d7b-a544-b4d1e8231805,https://mylestone.com/
Mynd,2016-01-01,,2,2017-03-21,5100000,10600000,Operating,Series A,5500000,2016-10-25,35a58317-27ef-5963-4c12-820b06e341fb,https://www.mynd.co/
Mynd,2016-01-01,,2,2017-03-21,5100000,10600000,Operating,Series A,5100000,2017-03-21,35a58317-27ef-5963-4c12-820b06e341fb,https://www.mynd.co/
MynewMD,2012-01-01,,1,2013-01-14,20000,20000,Operating,Seed,20000,2013-01-14,004ea653-3152-15e3-36ee-dc7228f31b3d,http://mynewmd.com
MyoKardia,2012-01-01,,4,2015-04-30,46000000,98000000,IPO,Series A,38000000,2012-09-20,234859ee-9cb2-03d9-4a1a-227aa75233da,http://www.myokardia.com
MyoKardia,2012-01-01,,4,2015-04-30,46000000,98000000,IPO,Series B,46000000,2015-04-30,234859ee-9cb2-03d9-4a1a-227aa75233da,http://www.myokardia.com
Mystery Science,2013-01-01,,2,2017-06-28,2000000,2800000,Operating,Seed,2000000,2017-06-28,3859141b-bf1f-ad5c-c61e-fdf272d4b0c9,http://mysteryscience.com
Mystery Tackle Box,2012-07-01,,1,2015-11-12,1300000,1300000,Operating,Series A,1300000,2015-11-12,58446bfe-2b5b-a36f-26d2-9dfff4f5d5b5,http://mysterytacklebox.com/
Mystrodriver,2015-01-01,,1,2017-06-01,120000,120000,Operating,Seed,120000,2017-06-01,c09d2cb5-f8b4-b95b-a3c4-dc2383c80510,https://www.mystrodriver.com/
Mythic,2012-05-01,,3,2017-06-05,10097973,16297973,Operating,Seed,500000,2016-05-05,321038ce-6617-f9a8-1bc1-8e36e3b2a55b,https://www.mythic-ai.com/
Mythic,2012-05-01,,3,2017-06-05,10097973,16297973,Operating,Series A,9000000,2017-03-22,321038ce-6617-f9a8-1bc1-8e36e3b2a55b,https://www.mythic-ai.com/
Myworldwall,2012-12-12,,3,2015-02-03,13000,16000,Operating,Seed,13000,2015-02-03,ba9ba083-1f79-3b0f-ebe4-6f0a4307ce3f,http://www.myworldwall.com
Myworldwall,2012-12-12,,3,2015-02-03,13000,16000,Operating,Seed,2000,2014-04-24,ba9ba083-1f79-3b0f-ebe4-6f0a4307ce3f,http://www.myworldwall.com
Myworldwall,2012-12-12,,3,2015-02-03,13000,16000,Operating,Seed,1000,2014-11-15,ba9ba083-1f79-3b0f-ebe4-6f0a4307ce3f,http://www.myworldwall.com
N12 Technologies,2012-01-01,,4,2015-09-01,23200000,32870000,Operating,Series B,23200000,2015-09-01,ec3d359d-2fdd-c7dd-60c3-cf16101caa5f,http://n12technologies.com
N3TWORK,2013-01-01,,2,2015-02-18,5000000,17000000,Operating,Series A,12000000,2013-06-05,915adb63-01c2-691c-fc87-7a9e4f71cbb0,http://n3twork.com
NAZAR,2014-01-01,,4,2017-01-24,150000,422500,Operating,Seed,150000,2017-01-24,abdb0aea-199c-2d0d-fa68-0d372e60e961,https://nazar.io
NAZAR,2014-01-01,,4,2017-01-24,150000,422500,Operating,Seed,42500,2016-09-01,abdb0aea-199c-2d0d-fa68-0d372e60e961,https://nazar.io
NEXD,2015-01-01,,1,2016-10-24,1100000,1100000,Operating,Seed,1100000,2016-10-24,6e23a313-5b77-63d7-1626-1b159fac1e6d,https://www.nexd.ai
NEXT Future Transportation inc.,2015-02-27,,2,2016-12-20,160000,160000,Operating,Seed,160000,2016-12-20,8e8d5bfc-2448-a8cd-64ad-6bcd171c47a3,http://next-future-transportation.com
NEXT Trucking,2015-03-18,,3,2017-03-15,5000000,6260000,Operating,Series A,5000000,2017-03-15,ff0dc384-5bea-12bb-0d32-14260e268d6d,https://www.nexttrucking.com/
NFWare,2015-03-01,,2,2017-03-23,2000000,2500000,Operating,Seed,2000000,2017-03-23,1c53024e-e378-a6a8-3355-367ff3b6d3ae,http://www.nfware.com
NGCodec,2012-09-13,,3,2016-11-15,1000000,4000000,Operating,Seed,3000000,2014-11-18,8e39d195-bce0-3ca4-ebbc-93505051c04d,http://ngcodec.com
NGCodec,2012-09-13,,3,2016-11-15,1000000,4000000,Operating,Seed,1000000,2016-11-15,8e39d195-bce0-3ca4-ebbc-93505051c04d,http://ngcodec.com
NIMBOXX,2012-01-01,,1,2014-06-18,12000000,12000000,Operating,Series A,12000000,2014-06-18,78387d3d-d2da-367b-fd3a-25ce5c016b21,http://www.nimboxx.com
NOM,2014-10-01,,1,2014-11-30,4000,4000,Operating,Seed,4000,2014-11-30,ae002bdc-2593-88f6-ab33-e64abed9ffde,http://www.thisisnom.co/
NS8 Inc,2016-08-18,,4,2017-04-24,250000,1375000,Operating,Seed,900000,2017-01-05,1fda5ee9-00fc-e0a0-be60-3a1e87f21f3a,https://www.ns8.com
NS8 Inc,2016-08-18,,4,2017-04-24,250000,1375000,Operating,Seed,250000,2017-04-24,1fda5ee9-00fc-e0a0-be60-3a1e87f21f3a,https://www.ns8.com
NVdrones,2014-04-10,,3,2016-05-16,200000,275000,Operating,Seed,50000,2014-05-01,1bdea043-4e0f-56a7-84b1-b801f798e45a,http://nvdrones.com
Nalace Corporation,2012-01-01,,1,2012-04-19,19000,19000,Closed,Seed,19000,2012-04-19,64999fd1-d6b3-251e-4fd7-4ecc8811d5b8,http://www.nalace.com
Namo Media,2013-02-11,,1,2013-03-18,1900000,1900000,Was Acquired,Seed,1900000,2013-03-18,b4ade93c-ba60-517e-e2ca-ba8beee29a14,http://www.namomedia.com
