Company,Founded Date,Closed Date,Funding Rounds,Last Funding Date,Last Funding Amount,Total Funding Amount,Status,Funding Type,Money Raised,Announced On Date,UUID,Homepage
Storehouse,2013-01-01,,2,2014-05-22,7000000,8500000,Was Acquired,Series A,7000000,2014-05-22,9c836952-e326-73d6-83c7-826de57ed78c,http://storehouse.co
Stories,2014-01-01,,1,2014-06-01,20000,20000,Operating,Seed,20000,2014-06-01,0ec26bb6-1727-878c-2181-0c0544cc5a0e,http://www.writeappstories.com/
Stories,2014-01-01,,1,2014-06-01,20000,20000,Operating,Seed,20000,2014-06-01,da149925-1b40-ab99-12dc-12af0d0ee75a,http://www.storiesagency.com/
Stories,2014-01-01,,1,2014-06-01,20000,20000,Operating,Seed,20000,2014-06-01,c7ff551d-9da8-13b5-1499-8e084aefe996,http://www.stories.bi/
StormPins,2013-01-01,,1,2014-02-21,700000,700000,Operating,Seed,700000,2014-02-21,02a867ef-d46d-8840-3d4f-54eb4a3af398,http://www.stormpins.com/
Stormpath,2012-01-01,,3,2015-09-28,15000000,24700000,Was Acquired,Seed,1500000,2012-03-19,ef7881e0-23aa-0bda-788d-57ef5eae68e8,https://stormpath.com/
Stormpath,2012-01-01,,3,2015-09-28,15000000,24700000,Was Acquired,Series A,8200000,2013-02-19,ef7881e0-23aa-0bda-788d-57ef5eae68e8,https://stormpath.com/
Stormpath,2012-01-01,,3,2015-09-28,15000000,24700000,Was Acquired,Series B,15000000,2015-09-28,ef7881e0-23aa-0bda-788d-57ef5eae68e8,https://stormpath.com/
StoryWorth,2012-11-01,,1,2011-03-01,167000,167000,Operating,Seed,167000,2011-03-01,591816f2-dff8-f523-5cb6-bdcd766dc357,https://www.storyworth.com
Storybird,2012-01-01,,2,2013-08-01,2500000,2500000,Operating,Series A,2500000,2013-08-01,a25ad094-a08e-12ab-8e98-7c29c4e8567a,http://storybird.com
Storyhunter,2012-05-03,,2,2017-03-29,4200000,4320000,Operating,Seed,4200000,2017-03-29,8eb79849-5db4-2ad4-3913-3406ad3902a2,http://www.storyhunter.com
Strainz,2013-11-01,,2,2016-04-04,6000000,8000000,Operating,Series A,6000000,2016-04-04,03e4b2c2-b474-4642-7b59-1bc95e86510d,http://www.strainz.com
Strap,2014-01-01,,2,2014-12-02,1200000,1220000,Operating,Seed,1200000,2014-12-02,1e9a9c32-c8bc-e8fc-2bac-9e357579793d,http://www.straphq.com/
Strap,2014-01-01,,2,2014-12-02,1200000,1220000,Operating,Seed,20000,2014-07-18,1e9a9c32-c8bc-e8fc-2bac-9e357579793d,http://www.straphq.com/
Strata Oncology,2015-01-01,,1,2016-06-01,12000000,12000000,Operating,Series A,12000000,2016-06-01,0276263b-4ef1-b579-79ba-9e237e67a0d9,http://www.strataoncology.com/#our-story-ii
Stratics Networks Inc,2013-12-15,,1,2013-11-20,3000000,3000000,Operating,Seed,3000000,2013-11-20,a187c961-2ee8-b325-6405-7619e4b578b6,http://www.straticsnetworks.com
Stratifund,2016-02-01,,2,2016-09-20,100000,100000,Operating,Seed,100000,2016-09-20,a16ea6de-0aaf-16ea-c5f9-fb8a4d945d32,https://www.stratifund.com
Stratifyd,2015-01-15,,3,2017-07-11,5900000,10300000,Operating,Seed,1000000,2015-02-15,b9142c20-7e19-d20a-5c47-8345db16880d,http://www.stratifyd.com
Stratifyd,2015-01-15,,3,2017-07-11,5900000,10300000,Operating,Series A,5900000,2017-07-11,b9142c20-7e19-d20a-5c47-8345db16880d,http://www.stratifyd.com
Strayos,2017-03-01,,1,2017-02-15,350000,350000,Operating,Seed,350000,2017-02-15,7afbb5de-e15b-ec27-936f-7516a257e62d,https://www.strayos.com/
Stream,2014-01-01,,1,2015-11-01,6000000,6000000,Operating,Seed,6000000,2015-11-01,4403f7b2-11b2-c4dc-4f1c-0f0b1aa59bd2,https://stre.am/
Stream,2014-01-01,,1,2015-11-01,6000000,6000000,Operating,Seed,6000000,2015-11-01,40de4815-72eb-c011-1d75-d482f5260f87,http://stream.ru/
Stream,2014-01-01,,1,2015-11-01,6000000,6000000,Operating,Seed,6000000,2015-11-01,d9d35257-5895-95d5-9de1-eb7601e40a72,http://streamapp.co
StreamSets,2014-01-01,,2,2017-05-31,20000000,32500000,Operating,Series A,12500000,2015-09-24,e0d74a70-9383-6388-3bb5-1ac13327cfbf,https://streamsets.com/
StreamSets,2014-01-01,,2,2017-05-31,20000000,32500000,Operating,Series B,20000000,2017-05-31,e0d74a70-9383-6388-3bb5-1ac13327cfbf,https://streamsets.com/
Streem,2012-06-01,,1,2014-04-25,875000,875000,Was Acquired,Seed,875000,2014-04-25,a1463ed2-76fd-8aea-ffed-22bec7b5ecc0,https://www.streem.com
"StreetGreen, LLC",2016-06-05,,1,2017-04-03,75000,75000,Operating,Seed,75000,2017-04-03,8afdf180-43ed-f44e-e81d-c7c0a6075ef7,http://www.streetgreen.us
Stretchr,2013-08-01,,1,2014-01-13,25000,25000,Operating,Seed,25000,2014-01-13,b5b337f0-3e71-032b-92b3-0ac0e2e286f0,http://www.stretchr.com
Strevus,2012-01-01,,1,2014-02-19,5600000,5600000,Operating,Series A,5600000,2014-02-19,5ef441bd-64bc-73a2-273a-cac82c53de32,http://strevus.com
Striim,2012-05-17,,3,2015-09-14,30000000,42000000,Operating,Series A,1000000,2012-05-01,de1a0771-d349-467d-760b-d301f0e2eeb0,http://striim.com
Striim,2012-05-17,,3,2015-09-14,30000000,42000000,Operating,Series B,30000000,2015-09-14,de1a0771-d349-467d-760b-d301f0e2eeb0,http://striim.com
Striim,2012-05-17,,3,2015-09-14,30000000,42000000,Operating,Series B,11000000,2013-07-03,de1a0771-d349-467d-760b-d301f0e2eeb0,http://striim.com
String Labs,2015-05-01,,1,2016-03-01,4099999,4099999,Operating,Seed,4099999,2016-03-01,a4f6747b-d970-1b2a-89ce-befe8e6ebdd9,http://string.technology
Stringify,2014-01-01,,1,2015-04-21,6300000,6300000,Operating,Seed,6300000,2015-04-21,5516f36e-ccc7-ca19-9202-c7288f5d4d03,http://stringify.com
Stringr,2013-01-01,,1,2015-12-01,1500000,1500000,Operating,Seed,1500000,2015-12-01,89e91c11-0adf-f017-7f03-3748ddc93c0a,http://www.stringr.com
Strix,2015-09-01,,1,2016-07-20,25000,25000,Operating,Seed,25000,2016-07-20,d6ebbcbe-2c37-2824-d79e-019941078c90,http://www.getstrix.com
Stroho,2012-02-05,,1,2012-11-15,85000,85000,Operating,Seed,85000,2012-11-15,a0bbc7b8-8bea-3c5b-3a2b-be38425d3fed,http://www.stroho.com
StrongLoop,2013-01-01,,2,2013-09-18,8000000,9000000,Was Acquired,Series A,8000000,2013-09-18,3c2390ce-5731-d091-6c64-bf2129227fa0,http://strongloop.com
Stryng (Videodesk),2012-04-01,,1,2014-12-30,4800000,4800000,Operating,Seed,4800000,2014-12-30,7cbe2ea6-e087-71da-910d-ee797c52f282,http://www.videodesk.com
Student Loan Genius,2013-01-01,,1,2016-02-18,3000000,3000000,Operating,Seed,3000000,2016-02-18,25164cbe-ec41-d7b0-a083-29d396250956,http://studentloangenius.com/
Student Loan Hero,2012-04-01,,2,2013-02-08,25000,65000,Operating,Seed,40000,2012-08-22,1586393c-1b34-7b87-080e-eb2dddb17c54,http://studentloanhero.com
Studiocracy,2015-03-27,,1,2015-08-12,15000,15000,Operating,Seed,15000,2015-08-12,97e2128c-e8f7-6dd6-0b26-20b5e54c1a76,https://www.studiocracy.com/
StyleWe.com,2014-01-01,,2,2016-06-28,15000000,15161776,Operating,Series A,15000000,2016-06-28,9442a979-7f2f-8590-5e37-fbb727fd18b0,https://www.stylewe.com/
Stylyze,2012-01-01,,1,2015-08-18,890000,890000,Operating,Seed,890000,2015-08-18,3c668b0d-359b-487a-595b-9edd5d6e7600,https://stylyze.com/
SubPac,2013-01-01,,1,2016-07-12,6000000,6000000,Operating,Series A,6000000,2016-07-12,3a77103e-51a4-43e0-f902-f06c86fe998f,http://subpac.com/
SubVRsive,2015-08-01,,1,2017-02-06,4000000,4000000,Operating,Series A,4000000,2017-02-06,1bb16fdf-3a73-5565-5ca4-36b63e6877d0,http://subvrsive.com/
Subarctic Limited,2013-01-01,,1,2013-01-01,15000,15000,Was Acquired,Seed,15000,2013-01-01,7b015c13-ed1c-13b2-9dab-4eaa4f586615,http://www.subarctic.org
Subdream Studios,2016-01-01,,1,2016-12-28,1500000,1500000,Operating,Seed,1500000,2016-12-28,23e3dbb3-c687-0cfb-e119-bbc7c557505d,http://www.subdreamstudios.com
Sudden Coffee,2015-10-01,,3,2017-03-07,120000,3320000,Operating,Seed,2700000,2016-11-29,d43f6266-926a-9a70-e29a-3bf875758913,http://www.suddencoffee.com
Sudden Coffee,2015-10-01,,3,2017-03-07,120000,3320000,Operating,Seed,120000,2017-03-07,d43f6266-926a-9a70-e29a-3bf875758913,http://www.suddencoffee.com
Sudu,2014-01-01,,1,2017-04-10,1000000,1000000,Operating,Seed,1000000,2017-04-10,631dfa8a-4428-d049-4072-277049e306e2,http://sudu.io/
Suiteness,2014-01-01,,3,2016-12-14,5000000,6120000,Operating,Series A,5000000,2016-12-14,67ea3203-4e27-ce20-2894-06c1a0bdcb68,http://www.suiteness.com
SummitSync,2015-06-01,,2,2017-01-09,100000,2100000,Operating,Seed,100000,2017-01-09,b80f17af-2f89-0285-7b1c-ce414af07e4b,http://www.summitsync.com
Sumpto,2012-07-30,2015-03-01,2,2013-10-22,350000,425000,Closed,Seed,350000,2013-10-22,c9c9d608-ac83-532b-9ea5-4501445d89e2,http://www.sumpto.com
Sun Basket,2014-04-01,,5,2017-05-11,9200000,55300000,Operating,Series A,11600000,2016-05-19,e0087e83-d91c-81c1-7471-6ac8eb773ef7,http://www.sunbasket.com/
Sun Basket,2014-04-01,,5,2017-05-11,9200000,55300000,Operating,Series B,15000000,2016-07-26,e0087e83-d91c-81c1-7471-6ac8eb773ef7,http://www.sunbasket.com/
Sun Basket,2014-04-01,,5,2017-05-11,9200000,55300000,Operating,Series C,15000000,2017-02-17,e0087e83-d91c-81c1-7471-6ac8eb773ef7,http://www.sunbasket.com/
Sun Basket,2014-04-01,,5,2017-05-11,9200000,55300000,Operating,Series C,9200000,2017-05-11,e0087e83-d91c-81c1-7471-6ac8eb773ef7,http://www.sunbasket.com/
SunCommon,2012-01-01,,1,2014-04-04,1250000,1250000,Operating,Series B,1250000,2014-04-04,9179ecef-e607-13a2-35bf-65107b7e3dc1,http://suncommon.com/
SunDown RunDown Group,2013-03-01,,1,2017-03-16,25000,25000,Operating,Seed,25000,2017-03-16,d95860e3-b2c3-fdda-a581-bbc787725517,http://sundownrundown.org/
Sunflower Labs,2016-01-01,,1,2016-11-03,2100000,2100000,Operating,Seed,2100000,2016-11-03,9269d1c3-84a3-ef4f-f1fc-190d3acb8a7e,https://sunflower-labs.com/
Sunfolding,2013-01-01,,1,2017-07-01,120000,120000,Operating,Seed,120000,2017-07-01,bad2f23e-7503-38ca-4f2b-245ff5e7105d,http://www.sunfolding.com/
SunnyBump,2012-01-01,,1,2012-12-15,375000,375000,Closed,Seed,375000,2012-12-15,d118e0e3-f028-4ece-de6f-342fd06f0514,http://www.sunnybump.com
Sunrise Health,2016-08-01,,2,2017-02-01,120000,160000,Operating,Seed,120000,2017-02-01,6d721758-af42-f3db-85fd-f6c0770a88df,http://www.sunrisehealth.co/
Sunshine,2014-01-01,,2,2015-02-19,2000000,2240000,Operating,Seed,2000000,2015-02-19,228a14b5-07d1-6027-969c-717e529f484f,http://sfgov.org
Sunshine,2014-01-01,,2,2015-02-19,2000000,2240000,Operating,Seed,2000000,2015-02-19,22798a5f-9258-5e78-0046-3df64aa1cfcc,http://thesunshine.co
Sunshine,2014-01-01,,2,2015-02-19,2000000,2240000,Operating,Seed,2000000,2015-02-19,4fcf5c34-cf5d-e225-fab5-3ff456f34c55,http://drinkthesunshine.com/
Sunu,2013-01-01,,3,2017-07-01,120000,220000,Operating,Seed,120000,2017-07-01,2ee99730-7349-21cf-058d-685a0b42e316,http://sunu.io/
Super Evil Mega Corp,2012-01-01,,6,2017-08-09,19000000,61000000,Operating,Seed,1000000,2012-09-01,613edad5-5018-ac1d-d1fa-a19adacfc749,http://www.superevilmegacorp.com
Super Evil Mega Corp,2012-01-01,,6,2017-08-09,19000000,61000000,Operating,Series A,15000000,2014-06-05,613edad5-5018-ac1d-d1fa-a19adacfc749,http://www.superevilmegacorp.com
Super Evil Mega Corp,2012-01-01,,6,2017-08-09,19000000,61000000,Operating,Series B,26000000,2015-08-09,613edad5-5018-ac1d-d1fa-a19adacfc749,http://www.superevilmegacorp.com
Super Evil Mega Corp,2012-01-01,,6,2017-08-09,19000000,61000000,Operating,Series D,19000000,2017-08-09,613edad5-5018-ac1d-d1fa-a19adacfc749,http://www.superevilmegacorp.com
Super League Gaming,2014-01-01,,6,2017-06-29,15000000,33990000,Operating,Series A,1190000,2015-06-02,6e261f72-4738-24a9-b7ba-5249b915619c,https://superleague.com
Super League Gaming,2014-01-01,,6,2017-06-29,15000000,33990000,Operating,Series B,4500000,2015-09-01,6e261f72-4738-24a9-b7ba-5249b915619c,https://superleague.com
Super League Gaming,2014-01-01,,6,2017-06-29,15000000,33990000,Operating,Series C,15000000,2017-06-29,6e261f72-4738-24a9-b7ba-5249b915619c,https://superleague.com
Super League Gaming,2014-01-01,,6,2017-06-29,15000000,33990000,Operating,Series C,5000000,2016-10-26,6e261f72-4738-24a9-b7ba-5249b915619c,https://superleague.com
SuperFlex,2016-04-01,,1,2017-05-30,10199996,10199996,Operating,Series A,10199996,2017-05-30,a7ddbec6-3c51-546a-ef82-da1a4295737e,http://www.superflextech.com/
SuperPhone,2014-01-01,,1,2016-03-07,1500000,1500000,Operating,Seed,1500000,2016-03-07,9e6fbdc6-b1b7-8908-1445-f1d3addb8eb7,http://www.superphone.io/
Superpedestrian,2012-12-01,,3,2015-06-01,21000000,25200000,Operating,Seed,2100000,2012-12-01,5bfd3659-642b-f83a-eff0-fd6779c45fe0,http://superpedestrian.com
Superpedestrian,2012-12-01,,3,2015-06-01,21000000,25200000,Operating,Series A,2100000,2013-10-21,5bfd3659-642b-f83a-eff0-fd6779c45fe0,http://superpedestrian.com
Superpedestrian,2012-12-01,,3,2015-06-01,21000000,25200000,Operating,Series B,21000000,2015-06-01,5bfd3659-642b-f83a-eff0-fd6779c45fe0,http://superpedestrian.com
"Supply, Inc.",2014-01-01,,2,2015-09-01,120000,120000,Operating,Seed,120000,2015-09-01,7ed269fa-2779-91f8-6381-ae1c80a5c58e,http://www.madebysupply.com/
SupplySeeker.com,2012-02-01,2013-11-01,1,2012-02-01,100000,100000,Closed,Seed,100000,2012-02-01,cafbdec3-909a-2383-fd39-e5bdbfae4f92,http://www.supplyseeker.com
Supportie,2013-01-01,,1,2013-04-03,50000,50000,Operating,Seed,50000,2013-04-03,a95eccfb-127d-8b93-de7e-d4eb09a15e57,http://www.supportie.com
Sure,2014-10-01,,3,2017-06-14,8000000,10600000,Operating,Seed,2600000,2016-05-12,ec44faf5-b15b-e916-2eee-5539d1eae855,http://surebot.io
Sure,2014-10-01,,3,2017-06-14,8000000,10600000,Operating,Seed,2600000,2016-05-12,5746869b-cd49-0376-0d8e-b708cfb66224,http://www.sureapp.com/
Sure,2014-10-01,,3,2017-06-14,8000000,10600000,Operating,Series A,8000000,2017-06-14,ec44faf5-b15b-e916-2eee-5539d1eae855,http://surebot.io
Sure,2014-10-01,,3,2017-06-14,8000000,10600000,Operating,Series A,8000000,2017-06-14,5746869b-cd49-0376-0d8e-b708cfb66224,http://www.sureapp.com/
SurfWatch Labs,2013-01-01,,3,2016-08-17,4000000,12700011,Operating,Series A,5200011,2015-02-26,3f10f367-d1af-c111-915c-1719eddf880a,https://www.surfwatchlabs.com
SurfWatch Labs,2013-01-01,,3,2016-08-17,4000000,12700011,Operating,Series A,3500000,2014-04-23,3f10f367-d1af-c111-915c-1719eddf880a,https://www.surfwatchlabs.com
SurfWatch Labs,2013-01-01,,3,2016-08-17,4000000,12700011,Operating,Series B,4000000,2016-08-17,3f10f367-d1af-c111-915c-1719eddf880a,https://www.surfwatchlabs.com
Surface Oncology,2014-01-01,,1,2015-01-08,35000000,35000000,Operating,Series A,35000000,2015-01-08,254eb99a-cc09-a1a1-0ce4-82f30f50b481,http://www.surfaceoncology.com/
SurgeryEdu,2013-04-01,,1,2013-08-01,5000,5000,Operating,Seed,5000,2013-08-01,08a077e2-95d0-c761-0d76-eef90f28059b,http://www.surgeryedu.com
Surkus,2015-02-01,,2,2017-01-01,7000000,11000000,Operating,Seed,4000000,2016-08-01,d1db1ef3-5632-00d4-bda2-02aa2fd46c0f,https://www.surkus.com/
Surkus,2015-02-01,,2,2017-01-01,7000000,11000000,Operating,Series A,7000000,2017-01-01,d1db1ef3-5632-00d4-bda2-02aa2fd46c0f,https://www.surkus.com/
Surprise My Pet Inc,2015-01-04,,2,2015-04-10,30000,40000,Operating,Seed,10000,2015-01-04,daa8497d-8730-f34c-a511-9c2cd745436d,http://surprisemypet.com
SurroundsMe,2013-02-01,,1,2013-04-29,20000,20000,Operating,Seed,20000,2013-04-29,fe342759-b037-675e-a31d-eddec2b1ff14,http://surrounds.me
Surterra Holdings Inc.,2014-01-02,,2,2016-11-09,15000000,25000000,Operating,Series A,10000000,2015-12-15,6895b3bb-e29a-05fb-1b87-ee747eeae975,http://www.surterra.com
Surterra Holdings Inc.,2014-01-02,,2,2016-11-09,15000000,25000000,Operating,Series B,15000000,2016-11-09,6895b3bb-e29a-05fb-1b87-ee747eeae975,http://www.surterra.com
Survata,2012-01-01,,3,2015-07-21,6000000,7717000,Operating,Seed,1700000,2013-06-04,68b70581-7c8f-5758-a598-5d2f7de5f630,https://www.survata.com
Survata,2012-01-01,,3,2015-07-21,6000000,7717000,Operating,Seed,17000,2012-06-01,68b70581-7c8f-5758-a598-5d2f7de5f630,https://www.survata.com
Survata,2012-01-01,,3,2015-07-21,6000000,7717000,Operating,Series A,6000000,2015-07-21,68b70581-7c8f-5758-a598-5d2f7de5f630,https://www.survata.com
Survios,2013-05-28,,3,2016-12-13,50000000,54200000,Operating,Series A,4200000,2014-05-19,035af49d-809b-bcde-bfc8-22822877d22b,http://survios.com
Survios,2013-05-28,,3,2016-12-13,50000000,54200000,Operating,Series C,50000000,2016-12-13,035af49d-809b-bcde-bfc8-22822877d22b,http://survios.com
Sustain,2013-05-01,,3,2016-02-23,2500000,2500000,Operating,Series A,2500000,2016-02-23,49d72358-29e8-8bb1-d0f8-11df87b78e8c,http://sustainnatural.com
Sustain,2013-05-01,,3,2016-02-23,2500000,2500000,Operating,Series A,2500000,2016-02-23,de7be39c-1112-c89e-da83-14e6433847e3,http://www.sustainsolutions.com
Swank,2013-01-01,,1,2013-01-01,300000,300000,Operating,Seed,300000,2013-01-01,52374b8e-7f93-fb1c-700a-c0f052460a66,http://www.swank.la
Swap.com,2012-01-01,,7,2016-12-08,20000000,32000000,Operating,Series A,4000000,2014-12-16,7789bd2c-9785-9b8c-596b-b50dd7f63ebb,https://www.swap.com
Swap.com,2012-01-01,,7,2016-12-08,20000000,32000000,Operating,Series B,5000000,2015-07-09,7789bd2c-9785-9b8c-596b-b50dd7f63ebb,https://www.swap.com
Swap.com,2012-01-01,,7,2016-12-08,20000000,32000000,Operating,Series C,20000000,2016-12-08,7789bd2c-9785-9b8c-596b-b50dd7f63ebb,https://www.swap.com
Swarm,2014-01-01,,2,2014-10-01,10000,1010000,Operating,Seed,10000,2014-10-01,7308ee04-8dd1-cda6-09f9-52f9acfdf7f2,http://www.swarmpolls.com
Swarm,2014-01-01,,2,2014-10-01,10000,1010000,Operating,Seed,10000,2014-10-01,dbe73100-f047-b8a0-fc73-ffbe5f20867f,https://www.swarmapp.com
Swarm,2014-01-01,,2,2014-10-01,10000,1010000,Operating,Seed,10000,2014-10-01,0fd35b90-2858-8952-fe89-bc8ae98f6ae0,https://www.swarm.co/
Swarm,2014-01-01,,2,2014-10-01,10000,1010000,Operating,Seed,10000,2014-10-01,73392d4a-ca34-9cd9-4abc-4553552097f6,http://www.swarm.me
Swarm Mobile,2012-06-01,,2,2013-12-02,3500000,4500000,Was Acquired,Seed,1000000,2012-10-10,6a2cce1c-cdf3-d8ee-f223-610f6b45affb,http://www.swarm-mobile.com
Swarm Mobile,2012-06-01,,2,2013-12-02,3500000,4500000,Was Acquired,Series A,3500000,2013-12-02,6a2cce1c-cdf3-d8ee-f223-610f6b45affb,http://www.swarm-mobile.com
"SwarmSales, Inc.",2016-09-01,,1,2016-09-01,1200000,1200000,Operating,Seed,1200000,2016-09-01,43462a2b-1dd2-49b0-95d5-1a8b057d57b2,http://www.swarmsales.com
Sweet,2016-06-01,,1,2017-03-01,774000,774000,Operating,Seed,774000,2017-03-01,ca90f827-a67f-4837-27ba-9f970ec0db0a,http://sweet.io
Sweet Relish,2012-01-01,,1,2012-01-01,3000000,3000000,Operating,Series A,3000000,2012-01-01,a0b22d94-ef80-9d19-d5c7-29081fc698f6,http://www.sweetrelish.com
SweetSlap,2012-08-01,2013-07-01,1,2012-08-01,50000,50000,Closed,Seed,50000,2012-08-01,eaceb5e2-539f-cbb5-edbb-79e74d819cb5,http://www.sweetslap.com
Swift Navigation,2012-01-01,,3,2017-06-28,34000000,47600000,Operating,Seed,2600000,2014-08-21,a1d869a8-ee7b-9a09-6afe-45a6bdae4a9d,http://swiftnav.com
Swift Navigation,2012-01-01,,3,2017-06-28,34000000,47600000,Operating,Series A,11000000,2015-12-08,a1d869a8-ee7b-9a09-6afe-45a6bdae4a9d,http://swiftnav.com
Swift Navigation,2012-01-01,,3,2017-06-28,34000000,47600000,Operating,Series B,34000000,2017-06-28,a1d869a8-ee7b-9a09-6afe-45a6bdae4a9d,http://swiftnav.com
"Swiftmile, Inc",2015-01-01,,4,2017-06-20,899000,1249000,Operating,Seed,425000,2017-01-01,9b8e178c-e911-7d56-f7e3-9b2d47c4c9a0,http://www.swiftmile.com
"Swiftmile, Inc",2015-01-01,,4,2017-06-20,899000,1249000,Operating,Seed,25000,2015-01-15,9b8e178c-e911-7d56-f7e3-9b2d47c4c9a0,http://www.swiftmile.com
Swiftype,2012-01-01,,4,2015-03-05,13000000,22200000,Operating,Seed,1700000,2013-08-15,e7e3d96a-4871-c7cd-0508-48c5162160fe,https://swiftype.com
Swiftype,2012-01-01,,4,2015-03-05,13000000,22200000,Operating,Series A,7500000,2013-09-27,e7e3d96a-4871-c7cd-0508-48c5162160fe,https://swiftype.com
Swiftype,2012-01-01,,4,2015-03-05,13000000,22200000,Operating,Series B,13000000,2015-03-05,e7e3d96a-4871-c7cd-0508-48c5162160fe,https://swiftype.com
Swimlane,2014-01-01,,2,2017-01-31,3000000,4000000,Operating,Seed,3000000,2017-01-31,3367e921-3e3a-1737-1fc0-8ed17611275d,http://www.swimlane.com
Swing Education,2015-01-01,,1,2016-01-01,7840000,7840000,Operating,Seed,7840000,2016-01-01,00affa05-6c41-a982-003d-b3da26ca063b,http://www.swingeducation.com/
Swipe Labs,2013-08-01,,2,2015-01-29,6500000,8200000,Was Acquired,Series A,6500000,2015-01-29,fdf821e2-63a7-2db3-fcb1-78fbd477b2f3,https://joinswipe.com/
Switch Automation,2012-01-01,,2,2015-11-01,36000,1008233,Operating,Seed,1250000,2015-02-10,4fa10eb3-f205-4835-9ac4-2c8986f8d368,https://www.switchautomation.com/
Switcher Studio,2014-09-29,,1,2016-09-27,400000,400000,Operating,Seed,400000,2016-09-27,fbd4d7bd-3d91-26f4-b1d7-db44fc49815e,http://switcherstudio.com/en/
Swyfft,2014-01-01,,1,2017-01-21,7500000,7500000,Operating,Series A,7500000,2017-01-21,ec6c9de1-02de-43c5-8a96-e0f897b5d388,https://swyfft.com/
Swyft,2013-01-01,,2,2016-05-09,3500000,5500000,Operating,Series A,3500000,2016-05-09,d1ca1b58-c94a-ad8e-d561-7a3459bac301,http://swyftstore.com/
Syllable,2016-01-01,,1,2017-03-27,4300000,4300000,Operating,Seed,4300000,2017-03-27,5259db4d-048e-50ff-43fe-a04932d79668,https://asksyllable.com
Syllabuster,2012-02-01,,1,2012-02-01,20000,20000,Operating,Seed,20000,2012-02-01,fc7ba876-feaa-0fd6-9334-5668f3e0a946,http://www.syllabuster.com
Symbolic IO Corporation,2012-02-10,,3,2014-12-28,12750000,16000000,Operating,Series A,12750000,2014-12-28,554b403c-5534-58e7-11d1-cd8a1ca29040,http://www.symbolicio.com
Symcircle,2012-01-01,,1,2013-05-01,18000,18000,Operating,Seed,18000,2013-05-01,e7bf6594-bb9a-1ef9-03ef-820293803b6e,http://www.symcircle.com
Symic Biomedical,2012-01-01,,5,2017-05-22,30000000,72875687,Operating,Series A,25000000,2015-12-01,a0110838-4457-0652-d36d-6a5aca3a437c,http://www.symicbio.com/contact/
Symic Biomedical,2012-01-01,,5,2017-05-22,30000000,72875687,Operating,Series A,15000000,2015-01-05,a0110838-4457-0652-d36d-6a5aca3a437c,http://www.symicbio.com/contact/
Symic Biomedical,2012-01-01,,5,2017-05-22,30000000,72875687,Operating,Series B,30000000,2017-05-22,a0110838-4457-0652-d36d-6a5aca3a437c,http://www.symicbio.com/contact/
Symple,2015-12-01,,1,2017-02-07,120000,120000,Operating,Seed,120000,2017-02-07,019f7fe0-4b4e-e824-d41d-139058da0f67,http://getsymple.com
