Company Name,Company Name URL,Funding Type,Money Raised,Announced On Date
Persio,https://www.crunchbase.com/organization/iris-mobile,Series A,"$3,000,000 ",10/24/13
Persio,https://www.crunchbase.com/organization/iris-mobile,Series A,"$2,500,000 ",2/16/15
Personal Style Finder,https://www.crunchbase.com/organization/personal-style-finder,Seed,"$10,000 ",8/1/14
Perspectium,https://www.crunchbase.com/organization/perspectium,Series A,"$8,000,000 ",5/9/17
Perspica,https://www.crunchbase.com/organization/perspica,Series A,"$4,000,000 ",6/16/15
Perspica,https://www.crunchbase.com/organization/perspica,Series A,"$4,000,000 ",10/28/16
Perthera,https://www.crunchbase.com/organization/perthera,Series A,"$8,700,000 ",6/28/16
Peso,https://www.crunchbase.com/organization/peso,Seed,"$20,000 ",9/3/15
PetaGene,https://www.crunchbase.com/organization/petagene,Seed,"10,000",9/8/16
Petasense,https://www.crunchbase.com/organization/petasense,Seed,"$1,800,000 ",6/22/17
PetBox,https://www.crunchbase.com/organization/petbox,Seed,"$3,000,000 ",3/1/14
Petcube,https://www.crunchbase.com/organization/petcube,Seed,"$2,600,000 ",2/3/16
Petnet,https://www.crunchbase.com/organization/petnet,Series A,"$10,000,000 ",8/29/16
Petra Pharma Corporation,https://www.crunchbase.com/organization/petra-pharma-corporation,Series A,"$48,000,000 ",1/6/16
PetroDE,https://www.crunchbase.com/organization/petrode,Seed,"$2,000,000 ",2/4/14
Petronics,https://www.crunchbase.com/organization/petronics,Seed,"$25,000 ",6/30/14
PetSitnStay,https://www.crunchbase.com/organization/petsitnstay,Seed,"$3,000 ",9/5/13
Petuum,https://www.crunchbase.com/organization/petuum,Series A,"$15,000,000 ",11/16/16
PGN Drone Technologies,https://www.crunchbase.com/organization/pgn-drone-technologies,Seed,"$10,000 ",10/1/15
PhageTech,https://www.crunchbase.com/organization/phagetech,Series A,"$2,400,000 ",9/28/15
Phantom,https://www.crunchbase.com/organization/phantom-cyber,Seed,"$2,700,000 ",4/14/15
Phantom,https://www.crunchbase.com/organization/phantom-cyber,Series B,"$13,500,000 ",1/10/17
PharmAkea Therapeutics,https://www.crunchbase.com/organization/pharmakea-therapeutics,Series A,"$10,000,000 ",10/7/13
Pharmly,https://www.crunchbase.com/organization/pharmly,Seed,"$20,000 ",4/22/13
Phase,https://www.crunchbase.com/organization/phase,Seed,"$15,000 ",7/1/14
PhenixP2P Inc.,https://www.crunchbase.com/organization/superior-streaming-technology-llc,Series A,"$3,500,000 ",4/3/17
PHHHOTOŒ¬,https://www.crunchbase.com/organization/phhhoto-inc,Seed,"$1,500,000 ",11/19/15
Phil,https://www.crunchbase.com/organization/phil,Seed,"$2,110,000 ",8/1/15
Phil,https://www.crunchbase.com/organization/phil,Series A,"$10,000,000 ",8/16/17
Phlatbed,https://www.crunchbase.com/organization/phlatbed,Seed,"$15,000 ",5/1/15
Phlur,https://www.crunchbase.com/organization/phlur,Seed,"$2,750,000 ",6/23/15
Phone2Action,https://www.crunchbase.com/organization/phone2action,Seed,"$600,000 ",11/19/13
Phone2Action,https://www.crunchbase.com/organization/phone2action,Seed,"$24,000 ",9/1/12
Phonism,https://www.crunchbase.com/organization/phonism,Seed,"$350,000 ",9/1/16
Phonologics,https://www.crunchbase.com/organization/phonologics,Seed,"$200,000 ",12/19/12
PhoRent,https://www.crunchbase.com/organization/phorent,Seed,"$100,000 ",4/17/13
PhoRent,https://www.crunchbase.com/organization/phorent,Seed,"$55,500 ",5/4/12
PhoRent,https://www.crunchbase.com/organization/phorent,Seed,"$20,000 ",2/6/13
Phosphorus,https://www.crunchbase.com/organization/phosphorus,Series A,"$10,000,000 ",7/27/16
PhotoSpotLand,https://www.crunchbase.com/organization/photospotland,Seed,"15,000",4/2/15
PhotoUp,https://www.crunchbase.com/organization/photoup,Seed,"$500,000 ",11/1/12
"Phynd Technologies, Inc",https://www.crunchbase.com/organization/phynd-technology,Seed,"$2,000,000 ",7/4/13
"Phynd Technologies, Inc",https://www.crunchbase.com/organization/phynd-technology,Series A,"$1,100,000 ",9/23/15
Physiq,https://www.crunchbase.com/organization/physiq,Series A,"$4,600,000 ",7/24/14
Physiq,https://www.crunchbase.com/organization/physiq,Series B,"$8,000,000 ",7/25/17
Pi Inc.,https://www.crunchbase.com/organization/pi-charging,Seed,"$3,000,000 ",7/17/15
PIA Medical,https://www.crunchbase.com/organization/pia-medical,Series B,"$565,000 ",12/15/14
Pickle,https://www.crunchbase.com/organization/pickle-3,Seed,"$20,000 ",11/11/14
Pickle,https://www.crunchbase.com/organization/pickle-3,Seed,"$15,000 ",4/5/14
Picklify,https://www.crunchbase.com/organization/picklify,Seed,"$13,000 ",3/1/12
PICKUP,https://www.crunchbase.com/organization/pickup,Seed,"$600,000 ",7/8/15
Pickwick & Weller,https://www.crunchbase.com/organization/pickwick-weller,Seed,"$500,000 ",10/1/12
PicnicHealth,https://www.crunchbase.com/organization/picnichealth,Seed,"$2,000,000 ",4/2/15
PicnicHealth,https://www.crunchbase.com/organization/picnichealth,Seed,"$120,000 ",7/16/14
Picosense,https://www.crunchbase.com/organization/picosense,Seed,"$20,682 ",8/10/15
PicsArt,https://www.crunchbase.com/organization/picsart,Series A,"$15,000,000 ",6/4/15
PicsArt,https://www.crunchbase.com/organization/picsart,Series A,"$10,000,000 ",2/5/15
PicsArt,https://www.crunchbase.com/organization/picsart,Series B,"$20,000,000 ",4/20/16
Pict,https://www.crunchbase.com/organization/pict,Seed,"$1,400,000 ",4/26/13
Pictorious,https://www.crunchbase.com/organization/pictorious,Seed,"$25,000 ",1/12/12
PictureHealing,https://www.crunchbase.com/organization/picturehealing,Seed,"$50,000 ",11/25/12
Picvoice,https://www.crunchbase.com/organization/picvoice,Seed,"$5,000 ",5/30/12
Picwell,https://www.crunchbase.com/organization/picwell,Series A,"$4,018,436 ",7/1/15
Picwell,https://www.crunchbase.com/organization/picwell,Series A,"$3,033,173 ",12/28/15
PieceMaker Technologies,https://www.crunchbase.com/organization/piecemaker-technologies,Seed,"$840,000 ",4/21/15
Pieces Tech,https://www.crunchbase.com/organization/pieces-tech,Series A,"$21,600,000 ",3/17/16
PierianDx,https://www.crunchbase.com/organization/pieriandx,Series A,"$9,250,000 ",1/7/16
PieShell,https://www.crunchbase.com/organization/pieshell,Seed,"$50,000 ",8/11/17
Pike13,https://www.crunchbase.com/organization/pike13,Seed,"$3,200,000 ",9/6/13
Pike13,https://www.crunchbase.com/organization/pike13,Series A,"$4,000,000 ",12/19/14
Pike13,https://www.crunchbase.com/organization/pike13,Series A,"$4,000,000 ",2/13/14
Pike13,https://www.crunchbase.com/organization/pike13,Series A,"$3,500,000 ",1/4/16
Pike13,https://www.crunchbase.com/organization/pike13,Series A,"$1,000,000 ",3/21/16
Pillow,https://www.crunchbase.com/organization/pillow,Series A,"$13,500,000 ",6/21/17
PillPack,https://www.crunchbase.com/organization/pillpack,Seed,"$550,000 ",4/1/13
PillPack,https://www.crunchbase.com/organization/pillpack,Series A,"$3,500,000 ",7/1/13
PillPack,https://www.crunchbase.com/organization/pillpack,Series B,"$8,750,000 ",10/9/14
PillPack,https://www.crunchbase.com/organization/pillpack,Series C,"$50,000,000 ",6/3/15
PillPack,https://www.crunchbase.com/organization/pillpack,Series D,"$55,000,000 ",9/6/16
Pilot,https://www.crunchbase.com/organization/pilot-2,Seed,"$3,300,000 ",5/1/15
Pilot,https://www.crunchbase.com/organization/pilot-2,Series A,"$12,000,000 ",11/1/16
Pinch,https://www.crunchbase.com/organization/pinch-2,Seed,"$400,000 ",8/1/12
Pine,https://www.crunchbase.com/organization/pine-3,Seed,"$9,000 ",8/20/14
Pine Biotech,https://www.crunchbase.com/organization/pine-biotech,Seed,"$1,025,000 ",6/20/17
Pingboard,https://www.crunchbase.com/organization/pingboard,Seed,"$2,500,000 ",11/17/14
PingGPS Inc,https://www.crunchbase.com/organization/chirp-innovations-inc,Seed,"$550,000 ",7/20/16
Pingpad,https://www.crunchbase.com/organization/pingpad,Seed,"$1,000,000 ",9/22/15
Pinscreen,https://www.crunchbase.com/organization/pinscreen,Seed,"$1,800,000 ",8/9/16
Pintics,https://www.crunchbase.com/organization/pintics,Seed,"$10,000 ",5/18/12
Pioneer Square Labs,https://www.crunchbase.com/organization/pioneer-square-labs,Series A,"$12,500,000 ",10/1/15
Pip Learning,https://www.crunchbase.com/organization/pip-learning,Seed,"$18,000 ",2/1/15
PipeCandy,https://www.crunchbase.com/organization/pipecandy,Seed,"73,000,000",3/8/17
Pipefish,https://www.crunchbase.com/organization/pipefish,Seed,"$300,000 ",7/15/12
Pipefish,https://www.crunchbase.com/organization/pipefish,Seed,"$100,000 ",7/1/12
Pipefy,https://www.crunchbase.com/organization/pipefy,Seed,"$200,000 ",7/23/15
Pipemonk (Formerly ZapStitch),https://www.crunchbase.com/organization/zapstitch,Series A,"$2,000,000 ",5/12/15
PiperScout,https://www.crunchbase.com/organization/piperscout,Seed,"$250,000 ",1/5/12
Piqora,https://www.crunchbase.com/organization/piqora,Seed,"$1,400,000 ",7/31/12
Piqora,https://www.crunchbase.com/organization/piqora,Series A,"$7,700,000 ",4/23/14
Pivotal,https://www.crunchbase.com/organization/pivotal,Series A,"$946,000,000 ",4/1/13
Pivotal,https://www.crunchbase.com/organization/pivotal,Series B,"$105,000,000 ",4/24/13
Pivotal,https://www.crunchbase.com/organization/pivotal,Series C,"$653,000,000 ",5/5/16
PivotDesk,https://www.crunchbase.com/organization/pivotdesk,Seed,"$3,235,000 ",9/24/12
PivotDesk,https://www.crunchbase.com/organization/pivotdesk,Series A,"$3,625,000 ",4/10/14
Pixalate,https://www.crunchbase.com/organization/pixalate,Series A,"$4,600,000 ",12/10/13
Pixate,https://www.crunchbase.com/organization/pixate,Series A,"$3,800,000 ",7/2/13
Pixel Labs,https://www.crunchbase.com/organization/pixel-labs,Series A,"$4,000,000 ",5/10/16
Pixelle,https://www.crunchbase.com/organization/pixelle,Seed,"$40,000 ",11/1/12
Pixelle,https://www.crunchbase.com/organization/pixelle,Seed,"$30,000 ",11/25/12
Pixifly,https://www.crunchbase.com/organization/pixifly,Seed,"$20,000 ",7/18/14
Pixilated,https://www.crunchbase.com/organization/pixilated,Seed,"$500,000 ",1/10/17
Pixlee,https://www.crunchbase.com/organization/pixlee,Seed,"$1,500,000 ",10/29/13
"Pixvana, Inc.",https://www.crunchbase.com/organization/pixvana-inc,Seed,"$6,000,000 ",12/14/15
PLAAY Sports,https://www.crunchbase.com/organization/plaay-sports,Seed,"$1,000,000 ",4/1/17
Placemeter,https://www.crunchbase.com/organization/placemeter,Series A,"$6,000,000 ",9/18/14
PlacePass,https://www.crunchbase.com/organization/placepass,Series A,"$12,000,000 ",3/21/17
PLAE,https://www.crunchbase.com/organization/plae,Seed,"$3,800,000 ",5/15/14
Plaid,https://www.crunchbase.com/organization/plaid,Seed,"$2,800,000 ",9/19/13
Plaid,https://www.crunchbase.com/organization/plaid,Series A,"$12,500,000 ",11/15/14
Plaid,https://www.crunchbase.com/organization/plaid,Series B,"$44,000,000 ",6/19/16
Plandree,https://www.crunchbase.com/organization/plandree,Seed,"$50,000 ",12/20/12
Plandree,https://www.crunchbase.com/organization/plandree,Seed,"$12,000 ",8/20/12
Planet Fundraiser,https://www.crunchbase.com/organization/planet-fundraiser,Seed,"$1,000,000 ",4/10/17
Planet3,https://www.crunchbase.com/organization/planet3,Series A,"$10,000,000 ",9/9/15
Planet3,https://www.crunchbase.com/organization/planet3,Series B,"$3,000,000 ",6/1/16
PlanetRisk,https://www.crunchbase.com/organization/planetrisk,Series A,"$4,750,042 ",8/17/16
Plant Prefab,https://www.crunchbase.com/organization/plant-prefab,Seed,"$3,000,000 ",6/24/16
Plasso,https://www.crunchbase.com/organization/plasso,Seed,"$1,200,000 ",9/14/16
Plasticity,https://www.crunchbase.com/organization/plasticity,Seed,"$120,000 ",7/1/17
PLASTIQ,https://www.crunchbase.com/organization/plastiq,Series A,"$6,000,000 ",2/28/13
PLASTIQ,https://www.crunchbase.com/organization/plastiq,Series B,"$16,000,000 ",8/10/17
PLASTIQ,https://www.crunchbase.com/organization/plastiq,Series B,"$10,000,000 ",7/15/14
Plate IQ,https://www.crunchbase.com/organization/plate-iq,Seed,"$4,000,000 ",3/20/17
Plated,https://www.crunchbase.com/organization/plated,Seed,"$1,400,000 ",5/9/13
Plated,https://www.crunchbase.com/organization/plated,Series A,"$15,000,000 ",8/9/14
Plated,https://www.crunchbase.com/organization/plated,Series A,"$5,000,000 ",1/6/14
Plated,https://www.crunchbase.com/organization/plated,Series B,"$35,000,000 ",7/16/15
PlateJoy,https://www.crunchbase.com/organization/platejoy,Seed,"$1,700,000 ",4/29/15
Platelet BioGenesis,https://www.crunchbase.com/organization/platelet-biogenesis,Series A,"$10,000,000 ",6/8/17
Platform9 Systems,https://www.crunchbase.com/organization/platform9-systems-inc,Series A,"$4,500,000 ",8/12/14
Platform9 Systems,https://www.crunchbase.com/organization/platform9-systems-inc,Series B,"$10,000,000 ",8/17/15
Platform9 Systems,https://www.crunchbase.com/organization/platform9-systems-inc,Series C,"$22,000,000 ",6/28/17
Platina Systems,https://www.crunchbase.com/organization/platina-systems,Series A,"$8,000,000 ",1/1/17
Plato,https://www.crunchbase.com/organization/platoteam,Seed,"$3,000,000 ",12/8/16
Play Piper,https://www.crunchbase.com/organization/piper-2,Seed,"$2,100,000 ",6/21/16
Play-it Health,https://www.crunchbase.com/organization/play-it-health,Seed,"$20,000 ",6/10/15
Play-it Health,https://www.crunchbase.com/organization/play-it-health,Seed,"$20,000 ",1/12/16
Playbuzz,https://www.crunchbase.com/organization/playbuzz,Seed,"$800,000 ",12/10/12
Playbuzz,https://www.crunchbase.com/organization/playbuzz,Series A,"$3,000,000 ",6/16/14
Playbuzz,https://www.crunchbase.com/organization/playbuzz,Series B,"$12,200,000 ",3/18/15
Playbuzz,https://www.crunchbase.com/organization/playbuzz,Series C,"$15,000,000 ",3/31/16
Playdots,https://www.crunchbase.com/organization/dots,Series A,"$10,200,000 ",12/16/14
Players' Lounge,https://www.crunchbase.com/organization/players-lounge,Seed,"$20,000 ",12/13/16
"PlayFab, Inc.",https://www.crunchbase.com/organization/playfab-inc,Seed,"$2,500,000 ",8/19/14
"PlayFab, Inc.",https://www.crunchbase.com/organization/playfab-inc,Series B,"$3,100,000 ",12/1/16
PlayFitness,https://www.crunchbase.com/organization/playfitness,Seed,"$49,500 ",7/1/12
Playful,https://www.crunchbase.com/organization/playful-2,Series B,"$25,000,000 ",10/25/15
Plays.tv,https://www.crunchbase.com/organization/plays-tv,Series A,"$15,000,000 ",2/16/17
Plazah,https://www.crunchbase.com/organization/plazah,Seed,"$1,000,000 ",5/30/17
Pledgeling,https://www.crunchbase.com/organization/pledgeling,Seed,"$4,000,000 ",4/17/15
Plenty Inc.,https://www.crunchbase.com/organization/see-jane-farm,Series A,"$24,500,000 ",7/15/16
Plenty Inc.,https://www.crunchbase.com/organization/see-jane-farm,Series B,"$200,000,000 ",7/19/17
Plethora,https://www.crunchbase.com/organization/plethora-2,Seed,"$1,600,000 ",10/13/13
Plethora,https://www.crunchbase.com/organization/plethora-2,Series A,"$5,000,000 ",10/31/14
Pley,https://www.crunchbase.com/organization/pley,Series A,"$6,750,000 ",3/20/14
Pley,https://www.crunchbase.com/organization/pley,Series B,"$10,000,000 ",2/2/15
Pliant Therapeutics,https://www.crunchbase.com/organization/pliant-therapeutics,Series A,"$45,000,000 ",2/18/16
Plot,https://www.crunchbase.com/organization/park-evergreen,Seed,"$150,000 ",11/18/16
plug.dj,https://www.crunchbase.com/organization/plug-dj,Seed,"$1,250,000 ",12/6/13
Plum,https://www.crunchbase.com/organization/plum-3,Seed,"$200,000 ",8/1/12
Plum,https://www.crunchbase.com/organization/plum,Series A,"$9,000,000 ",7/13/17
Pluma,https://www.crunchbase.com/organization/pluma-2,Seed,"$150,000 ",5/8/17
Plume Design Inc.,https://www.crunchbase.com/organization/plume-design-inc,Seed,"$4,657,341 ",1/25/16
Plume Design Inc.,https://www.crunchbase.com/organization/plume-design-inc,Series A,"$37,500,000 ",4/11/17
PlushCare,https://www.crunchbase.com/organization/plushcare,Series A,"$8,000,000 ",11/3/16
PlusN (+n ),https://www.crunchbase.com/organization/n-plusn,Seed,"$600,000 ",8/29/12
Pluto AI,https://www.crunchbase.com/organization/pluto-search,Seed,"$2,100,000 ",3/22/17
Pluto TV,https://www.crunchbase.com/organization/pluto-tv,Seed,"$500,000 ",10/13/14
Pluto TV,https://www.crunchbase.com/organization/pluto-tv,Series A,"$13,000,000 ",11/20/14
Pluto TV,https://www.crunchbase.com/organization/pluto-tv,Series B,"$30,000,000 ",10/12/16
Pluto VR,https://www.crunchbase.com/organization/pluto-vr,Series A,"$13,900,000 ",4/13/17
Plutora,https://www.crunchbase.com/organization/plutora,Seed,"$100,000 ",3/1/12
Plutus Edge,https://www.crunchbase.com/organization/plutus-edge,Seed,"$25,000 ",5/1/17
PMV Pharmaceutcals,https://www.crunchbase.com/organization/pmv-pharmaceutcals-inc,Series A,"$30,000,000 ",12/2/14
PMV Pharmaceutcals,https://www.crunchbase.com/organization/pmv-pharmaceutcals-inc,Series B,"$74,000,000 ",2/22/17
POC Medical Systems,https://www.crunchbase.com/organization/poc-medical-systems,Series A,"$21,000,000 ",1/10/17
Pocket Points,https://www.crunchbase.com/organization/pocket-points,Seed,"$842,203 ",5/12/16
Pocketlab,https://www.crunchbase.com/organization/pocketlab,Seed,"$100,000 ",8/3/15
"Pocketwatch, Inc.",https://www.crunchbase.com/organization/pocketwatch-inc,Series A,"$6,000,000 ",3/22/17
Podium,https://www.crunchbase.com/organization/podium-2,Seed,"$120,000 ",3/1/16
Podium,https://www.crunchbase.com/organization/podium-2,Series A,"$32,000,000 ",5/9/17
Podium Data,https://www.crunchbase.com/organization/podium-data,Series A,"$9,700,000 ",9/26/16
Podo Labs,https://www.crunchbase.com/organization/podo,Seed,"$1,120,000 ",5/1/15
Pogoseat,https://www.crunchbase.com/organization/pogoseat,Seed,"$2,500,000 ",7/1/14
Pogoseat,https://www.crunchbase.com/organization/pogoseat,Seed,"$800,000 ",9/1/13
Point,https://www.crunchbase.com/organization/point-4,Series A,"$8,400,000 ",9/13/16
Point.io,https://www.crunchbase.com/organization/point-io,Series B,"$4,000,000 ",4/8/15
Polar,https://www.crunchbase.com/organization/polar,Seed,"$1,200,000 ",2/25/13
Polarity,https://www.crunchbase.com/organization/breach-intelligence-inc,Series A,"$3,500,000 ",2/27/17
POLCO,https://www.crunchbase.com/organization/polco,Seed,"$655,000 ",10/1/15
Poliana,https://www.crunchbase.com/organization/poliana,Seed,"$15,000 ",8/7/13
PolicyGenius,https://www.crunchbase.com/organization/policy-genius,Series B,"$15,000,000 ",1/14/16
PolicyGenius,https://www.crunchbase.com/organization/policy-genius,Series C,"$30,000,000 ",5/24/17
Polis App,https://www.crunchbase.com/organization/polis-app,Seed,"$1,300,000 ",3/17/17
Political Matchmakers,https://www.crunchbase.com/organization/political-matchmakers,Seed,"$75,000 ",2/15/12
Polku,https://www.crunchbase.com/organization/sportsetter,Seed,"$67,000 ",6/1/12
polljoy,https://www.crunchbase.com/organization/polljoy,Seed,"$41,250 ",8/1/15
PollVaultr,https://www.crunchbase.com/organization/pollvaultr,Seed,"$60,000 ",5/30/12
Polly Portfolio,https://www.crunchbase.com/organization/polly-portfolio,Seed,"$2,052,500 ",4/12/14
Polly Portfolio,https://www.crunchbase.com/organization/polly-portfolio,Seed,"$245,000 ",1/31/17
Polyarc,https://www.crunchbase.com/organization/polyarc,Seed,"$3,500,000 ",9/1/16
Polybit,https://www.crunchbase.com/organization/polybit,Seed,"$2,000,000 ",6/27/17
PolyceramX,https://www.crunchbase.com/organization/polyceramx,Seed,"$50,000 ",6/13/17
Polygram,https://www.crunchbase.com/organization/polygram,Seed,"$2,100,000 ",8/25/17
Polymail,https://www.crunchbase.com/organization/polymail,Seed,"$700,000 ",10/31/16
Polyverse,https://www.crunchbase.com/organization/polyverse,Seed,"$3,000,000 ",11/1/14
Poncho,https://www.crunchbase.com/organization/poncho,Seed,"$2,400,000 ",8/14/17
Poncho,https://www.crunchbase.com/organization/poncho,Seed,"$2,000,000 ",4/28/16
popexpert,https://www.crunchbase.com/organization/popexpert,Seed,"$2,000,000 ",5/21/13
popexpert,https://www.crunchbase.com/organization/popexpert,Seed,"$450,000 ",12/14/12
popexpert,https://www.crunchbase.com/organization/popexpert,Seed,"$50,000 ",11/28/12
Popflight,https://www.crunchbase.com/organization/popflight,Seed,"$100,000 ",1/1/17
Poptip,https://www.crunchbase.com/organization/poptip,Seed,"$638,000 ",3/1/12
Popular Pays,https://www.crunchbase.com/organization/popular-pays,Series A,"$3,200,000 ",4/10/17
Popular Pays,https://www.crunchbase.com/organization/popular-pays,Series A,"$2,000,000 ",7/23/15
PopUp,https://www.crunchbase.com/organization/popup,Seed,"$650,000 ",9/1/13
PopUp,https://www.crunchbase.com/organization/popup,Seed,"$181,000 ",9/1/12
PopUpsters,https://www.crunchbase.com/organization/popupsters,Seed,"$20,000 ",6/11/14
Popwallet,https://www.crunchbase.com/organization/popwallet,Seed,"$1,000,000 ",1/9/17
Popwallet,https://www.crunchbase.com/organization/popwallet,Seed,"$200,000 ",5/15/17
Porch,https://www.crunchbase.com/organization/porch,Seed,"$6,250,000 ",6/5/13
Porch,https://www.crunchbase.com/organization/porch,Series A,"$27,600,000 ",9/17/14
Porch,https://www.crunchbase.com/organization/porch,Series B,"$65,000,000 ",1/20/15
Portable Scores,https://www.crunchbase.com/organization/portable-scores,Seed,"$25,000 ",3/1/12
Portal Instruments,https://www.crunchbase.com/organization/portal-instruments,Series A,"$11,000,000 ",10/15/14
Portal Instruments,https://www.crunchbase.com/organization/portal-instruments,Series B,"$25,000,000 ",10/20/15
Portent.IO,https://www.crunchbase.com/organization/portent-io,Seed,"$300,000 ",1/30/15
Portfolia,https://www.crunchbase.com/organization/portfolia,Series A,"$1,500,000 ",8/7/14
Portfolium,https://www.crunchbase.com/organization/portfolium,Seed,"$900,000 ",7/31/14
Portfolium,https://www.crunchbase.com/organization/portfolium,Series A,"$5,350,000 ",9/12/16
Porticor Cloud Security,https://www.crunchbase.com/organization/porticor-cloud-security,Series A,"$1,500,000 ",2/19/12
Porticor Cloud Security,https://www.crunchbase.com/organization/porticor-cloud-security,Series B,"$2,000,000 ",7/18/13
Portworx,https://www.crunchbase.com/organization/portworx,Series B,"$20,000,000 ",4/5/17
POS on CLOUD,https://www.crunchbase.com/organization/pos-on-cloud,Seed,"$100,000 ",5/1/12
POSaBIT,https://www.crunchbase.com/organization/posabit,Seed,"$1,500,000 ",6/30/17
Poseida Therapeutics,https://www.crunchbase.com/organization/poseida-therapeutics,Series A,"$23,033,232 ",12/23/15
PoshPacker,https://www.crunchbase.com/organization/the-poshpacker,Seed,"$130,000 ",10/13/15
Position Health,https://www.crunchbase.com/organization/position-health,Seed,"$20,000 ",7/1/15
Postman,https://www.crunchbase.com/organization/postman,Seed,"$1,000,000 ",5/26/15
Postman,https://www.crunchbase.com/organization/postman,Series A,"$7,000,000 ",10/13/16
PostProcess Technologies,https://www.crunchbase.com/organization/postprocess-technologies,Seed,"$4,000,000 ",4/26/17
PotGuide,https://www.crunchbase.com/organization/potguide,Seed,"$40,000 ",10/1/15
PotGuide,https://www.crunchbase.com/organization/potguide,Seed,"$20,000 ",4/1/15
Potrero Medical,https://www.crunchbase.com/organization/potrero-medical,Series A,"$5,000,000 ",9/14/16
PoweredAnalytics,https://www.crunchbase.com/organization/poweredanalytics,Seed,"$25,000 ",2/6/13
Powerlinx,https://www.crunchbase.com/organization/powerlinx,Seed,"$2,400,000 ",2/1/12
Powerlinx,https://www.crunchbase.com/organization/powerlinx,Series A,"$7,000,000 ",7/27/16
PowerPost,https://www.crunchbase.com/organization/powerpost,Seed,"$2,000,000 ",4/17/17
PowWow Energy,https://www.crunchbase.com/organization/powwow-2,Seed,"$3,000,000 ",6/15/15
PowWow Mobile Inc,https://www.crunchbase.com/organization/powwow-inc,Seed,"$4,250,000 ",5/4/16
PowWow Mobile Inc,https://www.crunchbase.com/organization/powwow-inc,Seed,"$2,622,000 ",2/20/15
Poynt,https://www.crunchbase.com/organization/poynt,Series B,"$28,000,000 ",10/22/15
Practice Unite,https://www.crunchbase.com/organization/practice-unite,Seed,"$500,000 ",9/1/12
Pramp,https://www.crunchbase.com/organization/pramp,Seed,"$120,000 ",2/1/16
Prattle Analytics,https://www.crunchbase.com/organization/prattle,Seed,"$3,300,000 ",1/24/17
Prattler,https://www.crunchbase.com/organization/prattler,Seed,"$35,000 ",5/1/16
Pray.com,https://www.crunchbase.com/organization/pray,Seed,"$2,000,000 ",6/29/17
Prayas Analytics,https://www.crunchbase.com/organization/prayas-analytics,Seed,"$1,000,000 ",9/15/15
Preact,https://www.crunchbase.com/organization/preact,Seed,"$4,600,000 ",4/18/14
PreApps,https://www.crunchbase.com/organization/preapps,Seed,"$150,000 ",11/15/12
PreApps,https://www.crunchbase.com/organization/preapps,Seed,"$10,000 ",3/3/13
Precise Real Estate Solutions,https://www.crunchbase.com/organization/precise-real-estate-solutions,Series A,"$1,500,000 ",6/19/17
Precognitive Inc,https://www.crunchbase.com/organization/precognitive-inc,Seed,"$1,250,000 ",5/19/17
PredictionIO,https://www.crunchbase.com/organization/predictionio,Seed,"$2,500,000 ",7/17/14
PredictionIO,https://www.crunchbase.com/organization/predictionio,Seed,"$150,000 ",11/13/13
PredictSpring,https://www.crunchbase.com/organization/predictspring,Series A,"$11,400,000 ",6/28/16
Predikto,https://www.crunchbase.com/organization/predikto,Series A,"$4,000,000 ",2/18/17
PredPol,https://www.crunchbase.com/organization/predpol,Seed,"$1,300,000 ",7/8/12
PreDxion Bio,https://www.crunchbase.com/organization/predxion-bio,Seed,"$120,000 ",7/1/17
Preemadonna,https://www.crunchbase.com/organization/preemadonna,Seed,"$500,000 ",9/13/15
Preempt Security,https://www.crunchbase.com/organization/preempt-security,Series A,"$8,000,000 ",4/21/16
Preesale,https://www.crunchbase.com/organization/preesale-2,Seed,"$200,000 ",7/1/16
Premama,https://www.crunchbase.com/organization/premama,Series A,"$1,400,000 ",10/7/15
Premise,https://www.crunchbase.com/organization/premise,Series B,"$11,000,000 ",3/13/14
Premise,https://www.crunchbase.com/organization/premise,Series C,"$50,000,000 ",9/24/15
Premonition,https://www.crunchbase.com/organization/premonition,Seed,"$3,000,000 ",10/3/15
PreNav,https://www.crunchbase.com/organization/prenav,Seed,"$4,000,000 ",8/24/16
PreNav,https://www.crunchbase.com/organization/prenav,Seed,"$1,750,000 ",3/15/16
Prenovate,https://www.crunchbase.com/organization/prenovate,Seed,"$20,000 ",6/7/15
PreparedHealth,https://www.crunchbase.com/organization/preparedhealth,Seed,"$4,000,000 ",5/2/17
Prepify,https://www.crunchbase.com/organization/prepify,Seed,"$20,000 ",5/19/14
Prescient,https://www.crunchbase.com/organization/prescient,Series A,"$3,000,000 ",11/20/13
Prescient,https://www.crunchbase.com/organization/prescient,Series B,"$10,000,000 ",9/1/14
Prescient,https://www.crunchbase.com/organization/prescient,Series D,"$40,000,000 ",4/25/17
Prescient Surgical,https://www.crunchbase.com/organization/prescient-surgical,Series A,"$6,014,157 ",10/28/14
Present,https://www.crunchbase.com/organization/present-tv,Seed,"$20,000 ",6/1/13
Presentr,https://www.crunchbase.com/organization/t3-interactive,Seed,"$1,200,000 ",1/1/17
Presto Media,https://www.crunchbase.com/organization/presto-media,Seed,"$250,000 ",9/19/16
PrestoBox,https://www.crunchbase.com/organization/prestobox,Seed,"$25,000 ",3/15/13
Pretty in my Pocket (PRIMP),https://www.crunchbase.com/organization/pretty-in-my-pocket-primp,Seed,"$359,245 ",10/15/12
